trip_id,vehicle_id,driver_id,start_time,end_time,distance_km,energy_used_kwh,avg_speed_kmh,start_soc,end_soc,start_lat,start_lon,end_lat,end_lon,region
2122,44,24,2023-09-19 21:29:14,2023-09-19 21:34:18,5.81,1.105,68.62,83.58,82.35,-6.889316,131.555186,89.347004,-27.646291,Central
2123,16,10,2023-09-16 06:34:59,2023-09-16 08:40:07,205.7,33.491,98.62,78.36,22.45,79.154687,0.985735,42.774234,-28.758614,East
2124,30,34,2024-04-03 15:29:25,2024-04-03 17:50:28,185.68,45.302,78.98,58.27,5,49.447751,-0.30989,-9.478946,29.642074,South
2125,3,30,2024-07-12 13:07:47,2024-07-12 16:29:58,179.34,33.137,53.22,94.79,57.97,59.995833,-10.546473,-8.927993,166.75925,North
2126,22,22,2023-01-14 21:57:28,2023-01-14 23:31:08,125.16,23.398,80.16,81.47,56.89,-72.199753,161.605175,-52.190272,-140.582922,Central
2127,31,30,2024-12-11 00:09:21,2024-12-11 03:39:57,265.89,61.202,75.75,90.0,21.62,43.808027,26.998864,-24.723064,148.555741,Central
2128,17,29,2023-07-25 14:22:30,2023-07-25 15:30:50,93.58,14.742,82.16,32.52,5,82.047071,-11.423546,-61.529426,-62.808457,South
2129,42,17,2023-11-03 15:50:23,2023-11-03 16:59:20,83.28,20.34,72.46,32.64,5.56,-72.334349,-98.796282,34.483262,89.386832,Central
2130,33,16,2023-11-05 08:14:49,2023-11-05 08:24:51,5.66,1.281,33.82,34.95,33.56,71.752353,90.22858,-73.376627,-126.943763,Central
2131,39,35,2023-11-20 16:52:38,2023-11-20 16:58:33,9.82,2.18,99.48,77.63,73.86,82.557462,-80.697513,-25.311116,171.892009,East
2132,24,39,2024-05-30 05:04:22,2024-05-30 05:15:25,20.1,4.208,109.11,43.87,39.42,29.143075,-152.083943,85.048445,-164.436587,North
2133,22,8,2024-10-26 06:42:54,2024-10-26 07:23:44,74.28,12.585,109.14,66.45,53.23,55.92864,-84.754343,86.574575,56.148299,Central
2134,39,13,2023-01-12 00:55:07,2023-01-12 06:36:46,207.1,50.447,36.37,72.04,5,-12.465989,138.983869,26.992114,115.017168,East
2135,2,7,2023-04-11 21:05:29,2023-04-12 00:15:07,279.67,46.167,88.48,40.99,5,16.200306,109.564822,8.374359,-9.288441,North
2136,19,27,2023-05-06 17:18:59,2023-05-06 23:11:34,272.26,38.583,46.33,40.65,5,-71.727069,167.06058,-54.41225,-115.013252,South
2137,22,20,2024-02-26 05:34:08,2024-02-26 08:08:43,209.01,31.073,81.12,34.95,5,54.310856,-154.839174,32.987238,-98.68232,Central
2138,10,1,2023-07-06 01:33:43,2023-07-06 01:49:43,24.46,3.972,91.63,79.3,73.4,43.947372,-57.70651,-26.292835,-59.45454,North
2139,14,8,2024-08-17 02:46:29,2024-08-17 06:15:08,138.13,30.878,39.72,79.79,14.92,-76.716688,-75.913127,-37.615834,105.646749,East
2140,34,33,2023-04-05 20:03:45,2023-04-05 21:55:09,146.97,25.389,79.15,81.06,33.6,-23.279487,27.409838,47.115158,93.961128,West
2141,8,23,2023-05-18 00:18:25,2023-05-18 02:57:08,119.42,25.919,45.14,91.42,43.69,45.688837,-36.90857,-5.315091,-86.558782,North
2142,44,6,2023-02-19 06:28:35,2023-02-19 07:23:53,52.88,11.25,57.37,63.94,51.37,61.224018,143.312848,0.779958,165.547983,Central
2143,15,31,2024-12-19 05:54:58,2024-12-19 09:50:48,228.41,40.363,58.11,52.11,5,-49.757781,-3.680557,84.405472,-169.966079,West
2144,32,7,2024-09-19 00:41:50,2024-09-19 02:20:31,156.16,23.864,94.94,43.8,8.81,-29.768401,-143.224734,42.946384,21.057073,East
2145,45,31,2024-08-23 18:24:08,2024-08-23 20:28:36,177.97,39.039,85.79,93.45,44.47,-87.988129,168.040097,-20.874511,5.448547,North
2146,48,32,2024-03-08 23:45:57,2024-03-09 03:34:36,232.4,35.765,60.98,71.76,35.3,49.814386,-126.939127,-15.645293,-120.64721,East
2147,3,3,2023-12-18 18:50:36,2023-12-18 19:38:32,60.48,12.686,75.68,31.11,17.01,82.81066,-83.269677,19.746034,-6.920482,North
2148,28,22,2023-11-19 18:06:33,2023-11-20 01:30:01,226.17,41.981,30.6,50.49,5,-36.705149,129.041182,7.657815,97.880569,Central
2149,11,7,2024-04-06 21:03:04,2024-04-06 22:47:16,158.55,29.619,91.29,68.54,5.79,-68.732572,-88.612345,-66.713352,-57.056768,North
2150,40,36,2024-07-17 19:49:31,2024-07-18 01:37:40,229.67,51.524,39.58,82.7,24.22,42.193024,8.600549,42.954386,-35.905254,East
2151,45,21,2023-07-11 02:28:22,2023-07-11 03:29:10,97.06,22.619,95.77,49.07,20.69,42.658564,162.946236,20.329576,-31.817124,North
2152,4,20,2024-05-31 09:12:40,2024-05-31 16:16:41,289.4,50.804,40.95,46.79,5,-28.194128,-45.648856,72.21835,-127.129366,West
2153,12,18,2023-09-22 00:57:47,2023-09-22 03:19:10,255.67,44.398,108.5,93.38,13.96,-54.436465,6.835474,-3.645383,-153.244123,East
2154,36,20,2024-07-27 17:01:52,2024-07-27 19:58:04,93.45,15.824,31.82,93.78,68.74,79.890899,40.822763,76.567275,111.930435,West
2155,8,9,2024-12-24 10:44:48,2024-12-24 12:47:49,159.86,22.957,77.96,36.51,5,50.748201,73.234316,71.791941,-84.346065,North
2156,19,22,2023-09-05 05:45:38,2023-09-05 11:44:51,267.08,60.372,44.61,43.8,5,-55.617596,16.759562,-13.993721,95.935851,South
2157,17,4,2023-08-03 18:36:40,2023-08-03 19:40:39,96.89,23.211,90.85,79.06,30.19,60.049157,-131.887337,46.157874,-14.290823,South
2158,8,36,2024-12-27 09:33:54,2024-12-27 11:37:18,175.32,34.413,85.24,49.32,5,-66.581915,-84.791469,12.088772,-128.347996,North
2159,24,7,2024-11-26 10:04:58,2024-11-26 11:16:14,124.08,29.203,104.46,50.27,19.37,18.58071,-20.315894,-33.016563,16.14989,North
2160,8,22,2023-07-28 23:25:18,2023-07-29 04:52:56,223.62,54.421,40.95,36.13,5,-62.089401,122.765921,-83.859483,-99.234916,North
2161,1,7,2024-11-23 08:56:40,2024-11-23 11:06:06,145.71,28.419,67.54,53.47,5,-87.841433,-65.134946,87.881039,58.530305,East
2162,19,11,2024-04-03 22:18:50,2024-04-04 01:05:29,282.2,47.999,101.6,46.09,5,15.601703,109.93757,71.946067,-156.29635,South
2163,14,37,2024-06-28 05:56:50,2024-06-28 09:11:11,260.67,40.719,80.47,31.09,5,-3.455186,-15.617553,30.748165,-154.413083,East
2164,11,11,2024-07-27 02:44:18,2024-07-27 05:38:17,287.4,71.493,99.11,63.13,5,-28.511519,9.853812,-57.840068,83.422593,North
2165,1,34,2024-11-10 16:32:17,2024-11-10 17:27:11,85.63,13.059,93.57,80.46,52.5,27.345898,65.833084,59.519831,-39.351172,East
2166,40,16,2023-02-16 02:46:04,2023-02-16 04:26:04,131.77,30.176,79.06,55.25,21.0,-7.379653,12.096483,-3.695544,104.694756,East
2167,22,23,2023-04-16 19:08:52,2023-04-16 20:45:25,124.33,20.455,77.26,89.2,67.71,-20.461844,-40.144089,-60.908593,-117.347282,Central
2168,18,40,2024-10-26 23:36:21,2024-10-27 02:41:44,267.42,54.188,86.55,46.57,5,-16.754584,-98.124986,-18.702456,-68.227901,South
2169,1,8,2023-11-11 23:54:21,2023-11-12 01:54:12,179.27,35.709,89.74,74.93,5,-59.757277,19.161195,-48.637328,165.984098,East
2170,46,38,2023-04-04 04:32:15,2023-04-04 10:21:19,290.32,45.784,49.9,76.22,5,-77.164821,-27.680183,10.41861,12.495494,South
2171,18,3,2024-07-21 23:32:03,2024-07-21 23:57:40,26.3,4.292,61.58,92.74,87.64,-46.354242,-79.174501,-43.248463,58.088063,South
2172,10,37,2023-01-03 04:31:30,2023-01-03 06:46:58,197.3,25.975,87.38,83.95,45.35,-7.710807,47.210401,-60.310782,139.87327,North
2173,9,22,2023-06-10 06:20:03,2023-06-10 09:36:43,136.89,19.82,41.76,72.12,42.49,81.365991,84.989259,-80.764043,149.12192,West
2174,28,21,2023-11-16 07:57:35,2023-11-16 09:35:30,116.72,24.462,71.51,47.88,5.78,-73.386813,84.538456,32.563472,120.604302,Central
2175,45,10,2023-06-10 14:41:09,2023-06-10 17:20:46,119.82,29.19,45.04,73.28,36.66,47.081517,-175.114256,-76.625011,36.105789,North
2176,18,32,2024-01-15 18:00:30,2024-01-15 22:23:34,285.0,51.869,65.0,46.39,5,88.287088,37.881292,-74.046838,-164.646385,South
2177,13,4,2024-08-29 22:13:22,2024-08-30 05:54:31,267.24,44.011,34.77,59.82,5,-52.448551,-36.43468,45.566036,69.355367,East
2178,31,8,2024-11-15 12:44:44,2024-11-15 14:26:55,89.73,19.946,52.68,41.51,19.22,71.899092,77.426948,-50.260342,94.856186,Central
2179,35,34,2023-02-20 17:11:15,2023-02-20 20:15:56,178.01,32.74,57.83,71.88,13.42,-70.696352,61.924405,86.734126,-158.137101,West
2180,50,18,2024-10-14 00:49:01,2024-10-14 03:11:42,145.67,22.793,61.25,40.43,6.21,73.986568,179.07397,-62.312429,-47.87375,North
2181,11,2,2024-08-29 15:02:27,2024-08-29 16:07:02,74.15,18.079,68.87,44.23,5.93,-3.277372,-52.927188,-73.227744,47.117918,North
2182,37,10,2023-03-27 07:16:30,2023-03-27 08:40:55,83.96,11.911,59.67,46.56,33.49,16.860436,44.958063,-81.369896,-110.061405,North
2183,48,34,2024-09-12 23:02:22,2024-09-13 00:35:18,96.51,23.631,62.3,34.09,10.0,-71.095125,12.078987,32.670971,-106.499365,East
2184,9,16,2024-11-29 02:23:34,2024-11-29 03:19:32,88.43,18.589,94.78,79.25,51.46,84.177143,-59.855895,71.44972,95.738831,West
2185,40,40,2024-03-22 03:50:48,2024-03-22 07:10:18,240.7,45.647,72.39,41.89,5,10.913731,126.315199,-64.57232,-147.031241,East
2186,38,1,2023-04-26 19:21:23,2023-04-27 00:28:41,287.79,56.541,56.19,74.83,5,27.901297,9.552593,-60.94944,-66.688228,North
2187,41,22,2023-01-02 03:13:33,2023-01-02 06:29:27,146.9,31.805,44.99,77.62,13.88,-32.703989,12.833942,88.280102,74.103572,East
2188,32,17,2024-06-24 14:52:56,2024-06-24 18:02:01,242.35,50.986,76.9,70.88,5,20.677457,-7.635255,-58.789174,-45.314226,East
2189,43,37,2024-03-14 02:07:56,2024-03-14 03:57:30,110.28,26.118,60.39,70.6,38.03,62.66124,117.786094,-64.949203,-25.025306,West
2190,25,3,2024-10-28 06:29:04,2024-10-28 08:01:21,104.16,17.708,67.71,45.68,26.74,84.564903,-116.210974,-26.379446,-70.149395,East
2191,17,28,2024-03-12 20:33:12,2024-03-12 20:49:34,9.85,1.442,36.1,66.74,63.7,-8.671933,29.018723,-68.514971,160.284686,South
2192,31,3,2023-06-09 04:43:09,2023-06-09 06:40:50,142.79,20.321,72.8,78.01,55.3,84.29572,143.028983,34.295336,101.178284,Central
2193,40,29,2024-07-12 00:31:26,2024-07-12 01:01:47,45.04,6.379,89.04,44.2,36.96,-42.78013,-22.052558,-63.62802,170.929594,East
2194,19,1,2024-12-14 04:33:10,2024-12-14 09:03:11,178.31,35.775,39.62,48.23,9.17,-81.683031,-138.81476,-22.472784,49.259317,South
2195,33,14,2023-03-14 14:38:55,2023-03-14 16:48:18,105.54,23.921,48.94,37.72,11.69,-25.201146,-140.123503,-62.681097,-71.249494,Central
2196,43,35,2024-08-02 18:14:06,2024-08-02 20:19:56,190.59,40.535,90.87,32.87,5,89.567138,-176.462615,-74.418289,-73.916197,West
2197,39,11,2024-05-25 12:54:16,2024-05-25 15:29:29,228.41,43.111,88.29,90.2,15.74,-56.826853,-50.817149,37.465033,15.993178,East
2198,16,27,2024-11-20 07:36:27,2024-11-20 10:22:19,102.57,24.717,37.1,67.89,26.63,-29.868105,-42.828121,46.732093,-75.884284,East
2199,21,1,2023-11-28 17:49:39,2023-11-28 19:50:09,210.43,41.403,104.77,78.97,23.77,-86.89351,35.730403,7.626337,-141.442672,West
2200,13,2,2024-07-27 22:06:26,2024-07-27 22:31:42,33.77,5.506,80.18,31.39,22.3,25.323957,-67.032661,56.091715,89.036039,East
2201,14,11,2023-07-01 22:10:08,2023-07-02 00:40:51,222.56,34.516,88.6,42.73,5,79.192622,32.680849,27.461232,51.521517,East
2202,11,19,2023-12-24 22:57:43,2023-12-24 23:18:42,23.08,3.088,65.96,70.21,63.67,-81.78577,-56.756066,-12.249793,112.261095,North
2203,16,24,2024-05-02 02:33:39,2024-05-02 05:04:17,228.19,41.489,90.89,84.26,15.0,-45.399704,-135.047221,-17.732694,-58.609443,East
2204,50,5,2024-10-09 11:47:48,2024-10-09 15:47:07,270.84,47.382,67.9,30.5,5,-16.979789,140.09343,-68.967974,-70.526738,North
2205,39,12,2024-06-15 14:52:46,2024-06-15 18:51:57,253.66,37.771,63.63,35.51,5,40.851412,-163.092467,11.82708,-118.165273,East
2206,6,10,2023-11-19 09:08:44,2023-11-19 09:54:38,36.99,5.99,48.34,82.82,71.28,-70.640338,12.163202,-26.215436,9.198191,Central
2207,38,36,2024-11-17 11:45:35,2024-11-17 13:41:29,204.76,48.708,106.0,90.58,11.38,47.307247,-166.425132,9.514389,110.542541,North
2208,42,22,2024-11-19 11:28:25,2024-11-19 12:54:48,138.65,29.014,96.3,68.63,30.0,-20.181702,149.503132,52.222705,-82.82876,Central
2209,16,29,2023-11-27 00:27:18,2023-11-27 01:01:49,55.78,9.365,96.94,58.93,43.3,45.501488,-62.380739,66.984087,-52.146096,East
2210,43,14,2024-12-20 09:51:49,2024-12-20 12:16:35,221.36,39.557,91.74,31.3,5,-11.161053,-118.316454,1.558361,-24.303854,West
2211,29,35,2023-12-28 01:46:29,2023-12-28 04:33:38,278.54,59.424,99.98,37.5,5,-71.541928,107.476629,-75.786514,139.829147,North
2212,4,15,2024-07-26 10:44:32,2024-07-26 12:44:19,211.58,39.675,105.97,37.36,5,10.386288,82.717828,-76.92444,63.777047,West
2213,46,38,2024-07-07 09:00:41,2024-07-07 14:27:52,222.6,43.336,40.82,63.67,5,46.060271,145.775771,-47.82972,160.152526,South
2214,17,9,2023-07-06 18:55:34,2023-07-06 22:47:13,272.86,64.431,70.67,69.45,5,-63.700238,105.80295,25.84028,22.608263,South
2215,18,35,2024-03-04 23:11:42,2024-03-04 23:36:24,29.65,4.784,72.01,36.08,30.4,3.815045,-159.036791,-64.454626,18.558394,South
2216,40,9,2024-10-05 05:05:28,2024-10-05 05:59:16,57.6,8.907,64.22,85.27,75.16,36.96665,70.135521,30.048887,12.046773,East
2217,17,6,2024-02-07 07:22:56,2024-02-07 08:07:32,48.61,10.017,65.39,57.44,36.35,-20.282697,131.152504,62.350069,16.915991,South
2218,8,21,2023-12-24 23:47:02,2023-12-25 00:48:43,53.57,7.157,52.1,85.07,71.89,-86.19649,-130.777946,66.778741,146.575531,North
2219,1,2,2024-08-25 04:43:07,2024-08-25 11:00:57,201.14,26.881,31.94,82.62,25.06,-16.449135,-81.662303,-52.396853,139.775372,East
2220,25,11,2024-08-11 09:54:51,2024-08-11 12:40:49,223.95,47.602,80.96,35.27,5,-3.824041,127.246778,-6.566217,-5.360489,East
2221,35,7,2023-12-07 23:09:45,2023-12-08 02:23:33,236.18,53.021,73.12,54.15,5,49.619689,146.395474,-51.783315,-150.118983,West
2222,43,2,2024-07-12 15:20:00,2024-07-12 16:10:38,49.18,7.073,58.27,54.64,45.82,20.172345,-163.90014,63.594852,143.710093,West
2223,37,19,2024-08-07 12:09:48,2024-08-07 14:17:48,91.18,13.472,42.74,65.48,50.69,-55.613374,11.454647,-80.790336,-56.268639,North
2224,48,37,2024-02-24 10:34:42,2024-02-24 12:40:49,145.65,20.273,69.29,89.17,68.5,18.020685,-143.462943,-50.800634,110.068187,East
2225,14,19,2024-01-25 11:03:39,2024-01-25 16:42:04,188.39,25.404,33.4,54.66,5,-12.359818,36.565138,56.519362,-56.809622,East
2226,32,30,2023-01-21 09:21:38,2023-01-21 09:53:31,18.02,4.258,33.91,73.03,66.79,9.897967,101.139362,-17.693212,-162.492334,East
2227,29,23,2024-05-09 12:21:00,2024-05-09 14:08:40,105.74,20.472,58.92,63.53,21.75,-6.992891,-36.300717,29.22088,36.309854,North
2228,30,25,2024-03-13 07:06:31,2024-03-13 07:45:47,41.27,7.899,63.04,81.85,64.1,-6.968038,106.651687,30.175636,24.337305,South
2229,25,24,2024-05-28 15:58:16,2024-05-28 16:19:33,19.45,3.875,54.81,41.07,36.93,23.667925,20.755364,13.011978,-91.577638,East
2230,3,36,2024-07-08 19:17:43,2024-07-08 19:32:28,16.62,2.64,67.58,56.44,53.51,-10.271522,125.542158,51.554713,-102.157788,North
2231,43,40,2024-03-09 14:45:53,2024-03-09 17:10:25,140.71,31.334,58.41,94.92,55.85,81.977322,-41.524758,-42.327796,-102.511097,West
2232,45,34,2023-05-24 12:17:45,2023-05-24 13:30:12,42.1,10.162,34.86,82.13,69.38,-47.815674,-94.973744,-25.903733,-143.050538,North
2233,30,17,2024-10-10 11:37:50,2024-10-10 13:13:13,160.93,35.183,101.22,89.49,10.43,-76.051268,50.3594,-59.673853,-32.694242,South
2234,19,17,2024-10-27 14:37:36,2024-10-27 17:16:03,194.91,45.931,73.8,60.79,10.65,-77.100217,-85.895012,89.965689,-108.80331,South
2235,18,34,2023-05-31 13:44:29,2023-05-31 15:01:13,116.54,16.048,91.11,64.34,45.28,37.923265,74.559405,50.243459,-151.838502,South
2236,21,16,2023-05-01 06:49:01,2023-05-01 11:44:33,203.53,43.016,41.32,56.01,5,56.381096,-128.548115,-26.774491,-152.710936,West
2237,13,34,2024-03-19 20:02:55,2024-03-19 22:23:30,195.33,32.368,83.36,49.99,5,71.188575,-168.330045,-16.589324,133.670059,East
2238,2,16,2024-11-14 02:03:49,2024-11-14 03:32:18,128.84,27.962,87.36,53.94,7.49,-58.50244,150.143146,-67.650479,-35.45809,North
2239,38,28,2023-06-16 02:54:22,2023-06-16 03:14:25,35.71,6.622,106.86,46.37,35.6,54.877947,-151.47842,-31.598249,105.104386,North
2240,3,25,2023-08-15 12:17:23,2023-08-15 15:48:54,283.91,69.143,80.53,40.18,5,19.891133,-80.54975,39.015377,-43.255591,North
2241,28,19,2024-11-03 20:30:27,2024-11-04 02:21:13,262.67,56.877,44.93,81.26,5,5.562749,137.531018,23.315528,179.828477,Central
2242,28,22,2024-02-27 03:00:01,2024-02-27 06:51:36,206.54,49.44,53.51,92.35,7.26,26.1903,-46.526286,25.871323,144.253896,Central
2243,2,6,2023-12-31 22:18:15,2024-01-01 00:09:10,116.29,19.173,62.9,48.19,16.34,-72.129735,-61.923193,67.689686,65.996087,North
2244,41,34,2024-01-28 09:54:54,2024-01-28 18:34:20,275.3,39.389,31.8,44.68,5,63.435842,-86.577028,-87.773537,-101.192917,East
2245,18,36,2024-06-25 16:35:35,2024-06-25 20:02:36,152.79,25.942,44.28,93.85,63.04,29.479268,53.299317,-67.188727,-161.514958,South
2246,11,30,2024-04-18 20:59:58,2024-04-19 04:10:09,250.37,33.676,34.92,74.74,5,42.586467,-63.584141,-62.669344,-51.885799,North
2247,49,4,2024-10-24 12:25:38,2024-10-24 14:23:19,90.96,22.41,46.37,44.05,17.9,18.163198,-145.877611,2.487436,45.74738,Central
2248,27,13,2024-10-05 12:50:10,2024-10-05 14:55:04,160.23,23.179,76.97,87.43,55.76,74.910517,100.312402,-40.917381,-150.053991,South
2249,17,10,2024-09-17 23:57:34,2024-09-18 00:53:41,35.14,6.787,37.57,68.99,54.7,64.880794,-84.588793,42.278665,-152.412333,South
2250,10,35,2023-02-07 12:56:33,2023-02-07 16:56:59,183.9,37.829,45.89,68.57,12.36,-61.679289,-131.089233,25.933988,147.586967,North
2251,15,32,2023-06-18 09:06:51,2023-06-18 09:39:46,44.74,6.027,81.52,94.96,87.45,-31.731116,-154.258258,12.498573,114.36545,West
2252,31,3,2024-07-15 20:25:22,2024-07-15 21:10:35,27.67,6.125,36.71,78.75,71.91,-40.232666,-4.007149,22.672269,115.456389,Central
2253,36,21,2023-10-30 09:50:10,2023-10-30 10:08:45,33.12,7.401,106.86,85.79,74.08,-1.386686,117.913843,69.380237,-31.264213,West
2254,38,1,2023-01-09 06:56:21,2023-01-09 12:48:15,273.9,62.253,46.7,31.73,5,-76.171875,142.93072,29.004717,94.682138,North
2255,42,7,2023-09-17 21:10:52,2023-09-18 03:12:18,234.7,47.33,38.96,38.31,5,-67.678624,-7.64906,20.207967,106.046983,Central
2256,1,16,2024-06-18 16:38:40,2024-06-18 18:21:37,116.3,18.802,67.78,75.68,35.42,2.284088,-159.502286,-11.42064,46.939663,East
2257,22,39,2023-04-03 23:23:14,2023-04-04 02:11:47,288.31,68.005,102.63,89.58,18.15,-67.47637,-91.356932,44.84595,-25.959389,Central
2258,49,14,2023-11-01 06:57:43,2023-11-01 08:10:40,113.53,15.548,93.37,38.71,20.57,-4.833106,-41.113918,-85.335863,-30.480835,Central
2259,24,39,2023-02-25 01:54:29,2023-02-25 04:21:04,243.51,48.459,99.67,71.55,20.27,61.467923,92.262975,54.826862,-158.575241,North
2260,9,35,2023-08-15 23:48:48,2023-08-16 00:58:22,71.62,16.513,61.76,61.03,36.35,-44.807166,-65.090202,-80.8489,71.426188,West
2261,42,9,2024-08-10 14:34:37,2024-08-10 21:08:20,299.1,44.542,45.58,82.97,23.66,79.952326,94.028735,-26.618212,3.076617,Central
2262,16,39,2024-04-12 13:25:59,2024-04-12 17:43:53,154.23,26.253,35.88,59.33,15.5,-13.951492,-20.462056,3.648029,52.158357,East
2263,31,5,2023-03-13 15:11:37,2023-03-13 17:37:55,80.27,17.474,32.92,78.49,58.97,41.429901,84.438343,25.144701,-160.60177,Central
2264,11,34,2024-02-21 09:43:19,2024-02-21 11:06:57,125.14,25.736,89.77,83.92,29.39,-19.824297,145.278781,-80.514301,-147.65095,North
2265,26,16,2024-01-18 10:32:42,2024-01-18 14:54:56,281.0,61.609,64.29,92.81,5,9.36269,-136.025107,10.641054,-3.280277,East
2266,38,7,2023-04-01 11:57:11,2023-04-01 15:27:53,225.17,54.64,64.12,85.02,5,46.336295,-145.554055,-16.601021,-34.577931,North
2267,15,4,2024-02-09 02:17:06,2024-02-09 06:48:04,266.06,53.981,58.91,55.86,5,52.146392,-25.194174,49.379175,-1.230983,West
2268,2,25,2023-04-30 14:36:55,2023-04-30 20:23:49,207.05,32.205,35.81,91.12,37.62,80.118643,25.437724,47.423867,1.529079,North
2269,14,14,2023-07-17 07:24:17,2023-07-17 12:01:08,269.76,51.548,58.46,83.13,5,29.89653,119.014259,-40.119616,118.185938,East
2270,14,28,2024-03-20 07:37:35,2024-03-20 08:05:21,37.09,8.218,80.11,61.54,44.28,75.375139,51.942594,-79.894428,136.155927,East
2271,46,10,2024-04-27 11:36:34,2024-04-27 12:32:35,67.2,14.781,71.96,47.15,24.09,-0.684114,60.106668,-24.182375,-127.147923,South
2272,3,8,2023-07-08 01:04:23,2023-07-08 02:20:46,94.68,23.501,74.36,81.6,55.49,6.491538,133.132011,88.398613,-1.358391,North
2273,15,22,2023-08-20 19:19:46,2023-08-20 20:05:13,75.04,16.389,99.03,89.33,68.89,46.747504,-145.808112,88.914019,-55.877796,West
2274,38,9,2023-11-13 11:33:13,2023-11-13 11:56:08,18.61,4.036,48.7,54.33,47.77,-66.815189,-16.671648,-82.142895,149.379358,North
2275,4,7,2024-06-02 02:15:40,2024-06-02 03:36:05,114.32,26.142,85.29,31.17,5,36.633088,-7.356027,-2.311265,-120.606556,West
2276,37,24,2024-03-14 10:19:48,2024-03-14 15:20:28,176.35,35.074,35.19,48.81,10.31,9.65726,38.347048,-76.634246,128.722547,North
2277,2,29,2023-07-18 06:05:35,2023-07-18 10:11:04,176.96,38.0,43.25,79.15,16.03,48.596959,-112.826265,43.169427,-137.174777,North
2278,44,27,2024-08-18 10:59:27,2024-08-18 12:59:23,189.22,39.512,94.65,86.52,42.37,30.486776,-113.362085,37.484074,41.13955,Central
2279,40,39,2024-08-12 22:00:22,2024-08-13 00:03:59,182.09,45.112,88.38,74.09,22.88,32.324944,117.936923,-20.146286,-16.957606,East
2280,34,6,2024-11-21 14:58:59,2024-11-21 18:48:19,159.05,31.733,41.61,80.93,21.62,-37.200231,-146.725012,-13.457261,-105.400327,West
2281,45,37,2023-07-12 18:47:54,2023-07-12 19:26:27,48.34,10.764,75.23,49.14,35.63,9.636242,-117.955523,18.893925,51.177274,North
2282,24,37,2024-04-25 14:57:45,2024-04-25 17:23:05,238.73,56.547,98.55,91.96,32.12,69.988354,102.139261,54.571795,52.598129,North
2283,9,12,2024-10-13 19:34:04,2024-10-13 22:01:45,235.2,34.564,95.55,49.14,5,-63.652516,2.125264,73.692838,30.350034,West
2284,32,26,2024-03-14 00:08:24,2024-03-14 01:45:38,170.16,36.408,105.0,56.51,5,-71.603043,131.430819,46.471874,-85.034909,East
2285,40,31,2023-05-01 09:25:28,2023-05-01 12:31:46,122.41,30.196,39.42,79.65,45.38,82.786756,34.432669,54.096434,-2.857275,East
2286,2,29,2023-05-16 02:00:12,2023-05-16 06:07:52,226.04,49.034,54.76,91.3,9.85,57.903924,168.586458,17.735229,65.832345,North
2287,38,39,2023-06-21 04:30:15,2023-06-21 05:43:20,101.1,21.031,83.0,89.01,54.81,-33.277459,-133.52033,-49.075189,21.28963,North
2288,38,9,2024-05-25 12:11:56,2024-05-25 15:10:34,269.63,66.791,90.56,84.34,5,42.554567,59.401769,-37.122392,127.484109,North
2289,1,23,2023-11-13 11:49:54,2023-11-13 18:35:54,266.75,56.929,39.42,39.26,5,-44.498217,-108.392006,58.665804,136.547892,East
2290,44,28,2023-09-23 03:02:01,2023-09-23 03:10:48,13.83,2.472,94.37,80.96,78.2,88.727345,58.527665,37.710892,166.85436,Central
2291,27,35,2024-06-09 11:53:03,2024-06-09 12:27:59,48.25,9.461,82.87,36.08,23.16,-65.951003,106.714487,-64.729174,66.447873,South
2292,41,25,2023-09-25 17:59:54,2023-09-25 21:29:20,125.04,16.479,35.82,83.9,50.88,47.594962,-16.946825,84.211649,30.669217,East
2293,35,28,2023-03-18 07:33:52,2023-03-18 09:57:35,203.24,31.062,84.85,39.47,5,75.884018,-142.611904,-25.530389,170.424641,West
2294,38,21,2024-03-19 21:39:46,2024-03-19 22:40:01,104.37,24.13,103.91,37.81,5,6.58671,99.179323,-66.536271,-98.22672,North
2295,21,26,2024-02-25 13:41:48,2024-02-25 14:19:55,48.94,11.353,77.01,80.25,65.11,68.032461,-118.203658,-12.168216,24.758079,West
2296,21,3,2024-10-25 19:35:13,2024-10-25 19:42:54,13.69,2.147,106.74,61.1,58.24,10.399052,-121.015598,1.072459,100.688192,West
2297,1,33,2023-12-04 06:58:19,2023-12-04 08:44:49,182.12,45.496,102.59,55.3,5,24.003339,-38.155419,-51.760191,-139.758723,East
2298,10,25,2024-01-27 09:21:51,2024-01-27 11:08:03,64.61,13.143,36.5,42.57,23.04,-3.630374,54.164303,24.218363,-96.765705,North
2299,2,4,2023-02-21 10:28:32,2023-02-21 13:49:49,115.68,16.15,34.48,72.14,45.31,-6.009855,148.33241,-35.325584,-143.958211,North
2300,45,39,2023-02-26 19:51:12,2023-02-27 00:29:07,258.06,57.506,55.71,59.45,5,65.978088,-88.339147,22.439965,137.118763,North
2301,45,34,2023-06-02 03:49:53,2023-06-02 06:18:21,262.19,53.811,105.95,71.73,5,-56.478845,-45.489022,-3.980938,-165.517319,North
2302,4,24,2023-06-21 06:37:07,2023-06-21 10:21:33,193.06,35.306,51.61,88.22,28.28,15.838121,-79.325103,-9.112955,-108.030819,West
