record_id,vehicle_id,recorded_at,state_of_health,state_of_charge,temperature_c,voltage_v,cycle_count,charging_mode
3967,23,2024-05-06 21:17:31,93.87,65.12,13.86,342.003,41,fast
3968,1,2024-03-28 03:05:10,96.17,73.86,10.94,418.102,56,rapid
3969,14,2023-04-06 19:06:07,99.0,43.99,6.03,403.507,6,slow
3970,18,2024-06-01 06:00:41,97.92,26.01,31.78,360.62,37,fast
3971,33,2023-03-16 00:58:26,100.24,91.94,33.49,410.055,7,fast
3972,36,2023-03-30 01:54:09,99.92,94.03,-3.99,373.015,6,slow
3973,41,2024-01-14 01:07:10,98.11,49.5,28.18,388.843,40,fast
3974,2,2024-06-03 19:00:16,96.41,58.84,43.91,351.134,44,slow
3975,26,2023-01-24 19:20:42,101.09,95.57,4.6,384.0,2,fast
3976,5,2023-08-31 09:33:31,99.5,99.22,16.85,388.697,28,slow
3977,2,2024-08-25 04:00:27,93.38,71.15,30.97,389.641,76,rapid
3978,27,2023-08-24 16:21:02,97.74,50.04,25.83,395.167,19,slow
3979,6,2023-11-10 09:59:52,97.46,47.06,8.27,419.807,24,slow
3980,24,2023-02-21 14:53:39,99.32,82.12,-2.55,397.989,2,fast
3981,7,2024-09-03 01:53:28,94.27,23.69,18.92,416.946,45,fast
3982,25,2024-03-31 04:51:46,97.48,40.94,-3.27,373.779,42,rapid
3983,18,2024-11-29 16:14:13,93.27,76.04,2.76,366.931,66,slow
3984,3,2024-08-01 18:36:21,95.51,22.06,33.31,416.368,35,slow
3985,29,2023-03-21 01:38:49,99.22,26.25,-7.76,418.049,7,rapid
3986,33,2023-08-15 06:52:23,98.85,99.83,42.6,390.658,24,slow
3987,25,2024-05-04 11:11:46,95.73,29.94,27.83,386.811,41,fast
3988,33,2023-02-23 13:26:49,99.98,24.41,8.57,411.564,3,rapid
3989,43,2023-07-03 10:08:23,99.02,93.17,2.0,416.128,13,slow
3990,15,2023-03-03 14:34:50,99.32,88.52,7.09,405.416,6,fast
3991,41,2024-07-20 06:33:50,92.8,75.9,27.78,401.459,59,rapid
3992,15,2023-03-02 17:00:44,99.38,73.98,-0.43,370.301,3,slow
3993,38,2023-09-23 16:33:58,98.2,25.02,18.29,367.749,27,slow
3994,39,2024-05-31 04:31:52,94.11,28.81,15.2,381.748,47,slow
3995,5,2023-01-03 14:33:12,100.36,96.66,19.01,373.165,0,fast
3996,14,2023-01-04 12:19:09,100.15,62.65,-7.13,400.239,0,fast
3997,4,2024-11-16 04:44:27,95.04,66.39,0.84,400.059,42,fast
3998,4,2023-03-03 20:19:56,100.77,25.55,18.04,341.631,6,rapid
3999,3,2024-12-28 21:34:23,93.27,56.67,34.83,377.1,58,rapid
4000,42,2024-07-13 21:53:54,97.4,54.17,-5.92,414.827,53,slow
4001,28,2023-11-22 14:31:19,97.15,40.08,9.89,369.633,23,slow
4002,4,2024-09-11 20:38:21,97.04,71.45,17.12,372.964,54,fast
4003,29,2023-09-04 14:49:48,99.79,39.79,38.27,394.328,26,rapid
4004,42,2023-11-29 05:44:48,99.51,16.62,12.39,381.374,41,rapid
4005,12,2024-05-21 10:21:39,96.69,60.99,3.28,414.788,62,rapid
4006,18,2024-04-15 21:26:50,98.04,91.44,4.66,403.782,45,fast
4007,26,2024-05-03 16:46:09,97.28,20.48,10.47,342.905,26,slow
4008,37,2023-05-02 20:20:42,101.1,85.9,16.14,375.449,15,fast
4009,26,2023-09-07 19:14:29,97.66,20.38,8.48,416.203,22,rapid
4010,3,2023-05-29 06:55:32,99.91,68.78,20.05,404.96,8,fast
4011,32,2024-06-10 22:21:53,95.83,73.02,25.79,391.894,32,fast
4012,11,2023-09-25 14:34:41,98.83,81.87,-8.44,415.391,21,rapid
4013,15,2023-04-04 23:05:14,98.89,69.64,-7.44,388.458,12,slow
4014,12,2024-04-30 05:00:45,94.96,57.43,44.1,405.172,45,fast
4015,7,2023-06-19 07:57:49,98.13,39.37,18.59,376.367,20,slow
4016,4,2024-11-25 03:56:51,94.59,24.95,41.55,360.301,54,rapid
4017,38,2023-06-28 07:20:41,99.87,92.7,2.42,392.592,13,fast
4018,47,2023-08-03 01:34:12,98.92,59.22,-3.76,373.388,13,slow
4019,47,2024-06-11 13:19:12,97.68,45.19,15.61,409.608,69,fast
4020,31,2024-12-25 02:28:02,92.95,13.22,-6.16,345.099,68,rapid
4021,1,2024-07-21 13:46:55,97.17,30.37,32.4,382.115,47,fast
4022,45,2024-10-12 18:02:35,94.67,45.69,39.58,406.78,84,fast
4023,23,2024-11-24 02:51:42,96.39,22.23,12.56,374.232,66,rapid
4024,29,2023-08-29 15:24:23,97.73,26.44,7.55,414.789,17,rapid
4025,5,2023-05-17 15:31:37,99.46,71.14,8.98,402.545,16,rapid
4026,17,2023-08-03 01:25:30,97.52,10.88,26.68,397.646,16,rapid
4027,27,2024-09-28 02:11:05,95.86,93.3,34.89,375.569,40,fast
4028,22,2024-10-20 11:25:17,94.72,88.48,0.41,404.99,80,slow
4029,18,2023-01-23 16:28:44,99.64,56.93,22.11,415.334,1,slow
4030,48,2024-03-26 21:34:48,97.46,65.38,-4.22,399.761,34,slow
4031,7,2023-02-07 01:43:26,99.27,36.86,6.97,350.434,3,slow
4032,4,2024-11-12 02:19:43,95.64,13.64,14.3,378.628,75,rapid
4033,41,2024-12-05 18:50:46,96.65,22.64,21.14,405.455,41,rapid
4034,46,2023-11-28 10:50:28,95.88,85.4,14.83,394.639,21,fast
4035,40,2023-02-19 15:21:49,101.52,30.09,6.42,376.579,4,fast
4036,30,2023-11-18 17:31:24,97.6,96.02,5.01,413.203,27,slow
4037,1,2024-06-23 17:53:50,93.59,76.15,16.71,384.367,30,rapid
4038,45,2024-06-11 19:59:25,93.07,53.54,33.2,397.131,28,rapid
4039,33,2024-05-20 07:04:42,96.99,57.97,42.23,364.083,53,fast
4040,13,2024-06-08 23:57:28,95.5,56.16,30.11,355.431,30,slow
4041,24,2023-08-12 22:52:55,97.63,52.28,7.58,403.467,28,fast
4042,15,2023-04-04 02:36:32,98.4,91.81,-3.93,399.643,11,slow
4043,13,2023-11-23 04:18:49,97.69,69.54,-2.01,396.853,35,fast
4044,1,2024-10-25 23:54:08,94.78,36.36,27.56,393.713,87,slow
4045,31,2023-04-14 12:43:14,99.07,84.01,31.69,348.697,9,rapid
4046,39,2024-01-11 08:05:01,100.77,93.91,41.07,413.51,35,fast
4047,36,2023-03-05 03:39:52,99.84,50.65,-4.17,368.716,7,fast
4048,21,2024-06-29 11:37:04,98.69,67.08,42.69,417.493,46,slow
4049,12,2023-01-28 13:56:09,99.26,85.71,32.61,407.17,1,slow
4050,42,2024-01-29 08:01:59,97.94,67.8,29.14,415.076,46,fast
4051,37,2024-04-28 21:32:31,94.96,17.39,-8.55,358.32,41,slow
4052,49,2024-08-24 14:49:07,95.37,46.44,39.38,386.271,59,fast
4053,39,2023-12-07 11:00:10,98.42,54.07,31.67,345.129,39,slow
4054,27,2024-05-30 18:23:24,95.23,62.25,-7.74,375.615,65,slow
4055,9,2023-12-18 02:34:07,98.74,83.04,-3.22,389.683,30,rapid
4056,2,2024-04-16 06:21:43,96.33,77.91,15.23,348.74,40,slow
4057,17,2024-03-16 18:04:04,97.44,48.82,18.58,398.796,52,rapid
4058,18,2023-01-08 06:09:38,100.22,58.77,40.87,392.026,0,fast
4059,7,2023-04-09 08:57:46,100.33,32.41,-9.31,361.64,9,rapid
4060,30,2024-01-11 23:09:12,98.59,73.1,10.19,391.848,48,rapid
4061,9,2024-08-12 19:26:09,93.18,81.83,43.49,351.623,46,rapid
4062,15,2023-06-16 21:55:51,98.87,60.7,20.95,387.267,20,rapid
4063,38,2023-06-16 03:52:40,100.61,24.29,7.38,346.455,18,rapid
4064,26,2023-02-21 16:37:43,98.61,62.89,-6.36,350.802,5,fast
4065,32,2023-09-02 20:53:39,98.02,61.01,20.82,357.027,22,rapid
4066,41,2024-05-02 19:31:40,97.2,94.4,-1.38,400.347,57,slow
4067,28,2024-05-27 23:57:48,97.53,17.83,40.84,405.608,40,slow
4068,32,2024-06-08 08:55:30,95.9,34.09,5.54,419.823,46,rapid
4069,48,2024-11-29 21:04:49,93.18,46.08,4.27,382.281,85,fast
4070,34,2023-12-04 07:03:14,97.56,38.38,3.8,417.616,23,rapid
4071,2,2023-11-08 08:09:29,97.87,23.81,28.6,379.681,31,fast
4072,8,2023-06-07 03:08:19,98.61,41.92,12.59,388.079,8,rapid
4073,17,2024-09-10 02:38:23,96.11,89.56,24.47,409.239,73,fast
4074,44,2023-01-01 23:39:26,99.78,67.74,36.08,394.574,0,slow
4075,15,2024-01-04 19:26:55,98.82,66.85,1.53,416.38,40,slow
4076,11,2024-01-10 04:13:53,95.95,90.81,41.93,413.746,27,slow
4077,25,2024-11-30 19:14:49,94.15,40.23,31.2,360.71,55,fast
4078,45,2023-02-12 05:58:13,98.58,29.23,-9.0,391.063,2,rapid
4079,22,2023-10-20 18:50:18,98.49,94.76,-4.17,381.98,26,fast
4080,44,2023-04-12 19:57:47,100.5,12.03,19.53,396.147,12,fast
4081,49,2024-10-24 19:15:38,94.4,90.59,14.96,379.35,55,fast
4082,37,2023-10-20 05:06:23,98.63,87.9,21.48,347.668,28,slow
4083,37,2023-11-03 05:37:50,97.43,15.56,5.55,355.644,24,rapid
4084,21,2023-03-03 13:07:45,100.85,16.71,41.78,374.1,3,slow
4085,46,2023-04-18 04:25:36,100.66,91.8,13.21,410.116,10,fast
4086,25,2023-04-15 09:42:31,101.88,87.06,39.52,398.305,6,fast
4087,35,2024-05-25 12:30:15,98.56,13.82,23.57,415.734,40,rapid
4088,42,2024-12-20 23:23:41,93.5,19.3,12.41,352.162,93,slow
4089,45,2023-03-01 18:22:26,99.21,58.45,31.28,378.313,7,slow
4090,12,2024-07-08 16:10:28,94.79,48.58,-9.35,360.052,41,fast
4091,5,2024-02-23 12:11:22,97.63,90.58,-7.15,342.94,22,fast
4092,9,2024-07-07 20:21:42,95.11,78.39,29.29,365.393,59,rapid
4093,31,2023-03-20 10:43:01,100.89,93.16,22.76,398.156,9,slow
4094,10,2023-09-18 13:30:12,97.5,62.46,8.42,415.974,17,slow
4095,47,2023-08-12 20:09:52,98.4,72.72,42.58,343.624,21,fast
4096,26,2023-11-17 07:58:48,98.05,92.56,-7.61,409.308,32,rapid
4097,10,2024-02-05 00:45:31,97.1,85.05,29.33,390.908,20,fast
4098,3,2023-05-01 03:55:12,99.34,88.98,37.38,366.822,14,fast
4099,47,2023-04-28 12:04:53,98.27,89.9,25.51,345.17,6,fast
4100,9,2024-11-09 08:16:36,95.86,52.45,5.96,374.543,87,slow
4101,40,2023-01-20 15:55:30,99.87,38.83,10.94,366.834,2,rapid
4102,48,2024-01-25 20:21:21,94.82,84.82,30.35,370.759,51,slow
4103,32,2023-04-23 19:59:57,99.46,25.07,-5.73,360.971,10,slow
4104,27,2023-11-25 17:59:39,97.98,25.77,7.47,361.434,31,rapid
4105,46,2024-11-16 08:18:42,94.05,50.25,35.2,414.769,83,fast
4106,49,2024-01-15 20:04:36,100.89,15.11,12.58,381.903,28,slow
4107,10,2024-04-27 21:45:09,96.86,17.93,-4.88,343.471,57,fast
4108,12,2024-04-22 14:18:30,98.31,60.89,7.96,402.668,53,fast
4109,6,2023-06-01 06:31:06,99.32,91.24,-9.6,379.654,15,rapid
4110,44,2023-04-26 04:55:02,99.11,23.51,-9.51,373.553,11,rapid
4111,50,2023-10-28 01:35:24,99.33,85.96,8.04,414.049,24,fast
4112,25,2023-04-18 09:12:39,100.03,26.96,27.61,379.738,8,fast
4113,46,2024-04-23 23:38:00,98.39,55.92,10.57,406.369,58,rapid
4114,47,2023-01-06 08:08:49,99.08,20.81,29.95,413.873,0,fast
4115,39,2024-04-25 19:07:45,95.03,86.77,35.18,371.18,58,fast
4116,49,2024-10-02 04:00:49,96.93,72.5,30.33,344.38,37,slow
4117,2,2024-01-31 11:52:26,96.75,86.34,-1.08,372.823,50,fast
4118,43,2024-04-29 22:07:25,95.83,59.83,20.52,408.551,53,fast
4119,19,2023-03-11 17:27:41,96.92,69.5,-6.35,377.588,4,rapid
4120,40,2024-07-23 21:39:55,95.47,25.4,5.61,419.153,44,slow
4121,22,2024-10-17 16:55:49,94.4,28.27,5.58,385.872,56,slow
4122,43,2023-02-08 20:57:25,99.71,68.75,42.29,405.335,4,slow
4123,22,2024-11-16 11:10:29,96.76,68.29,6.94,387.407,50,rapid
4124,32,2023-08-09 21:07:09,100.66,15.3,1.45,411.982,28,slow
4125,37,2024-04-29 07:26:40,95.85,45.91,1.28,414.792,50,slow
4126,17,2024-06-07 16:16:28,98.57,15.74,10.01,368.485,37,slow
4127,42,2023-11-07 03:27:14,95.91,36.72,28.83,406.559,16,fast
4128,4,2024-08-06 11:19:07,94.5,61.3,10.34,362.075,35,rapid
4129,12,2023-12-21 06:08:17,100.84,85.87,40.42,359.817,19,rapid
4130,10,2024-11-23 12:36:54,92.98,35.06,32.59,347.308,61,fast
4131,23,2024-06-30 11:51:31,96.79,73.69,33.65,415.669,63,slow
4132,22,2023-04-13 16:25:46,99.87,72.53,37.21,413.75,6,fast
4133,48,2024-04-12 05:36:32,96.84,54.58,15.85,409.233,47,fast
4134,7,2023-06-30 16:07:26,98.65,81.79,24.66,385.479,15,rapid
4135,34,2024-12-29 21:25:43,93.38,19.04,2.39,393.716,65,fast
4136,25,2024-08-12 04:46:46,95.01,38.14,15.6,397.735,31,fast
4137,17,2023-05-01 21:05:04,100.51,42.75,13.91,416.281,7,slow
4138,50,2024-04-25 21:34:08,94.59,36.99,-2.72,355.347,60,fast
4139,22,2024-10-15 04:49:00,96.59,34.46,8.84,374.652,42,fast
4140,24,2024-03-17 07:03:28,96.98,22.28,-5.93,389.897,57,slow
4141,31,2023-08-24 01:31:14,99.18,56.62,-1.0,405.977,25,rapid
4142,13,2023-04-12 20:54:43,99.97,89.8,7.77,381.662,11,rapid
4143,48,2023-04-07 22:43:08,100.76,87.23,28.3,411.783,11,slow
4144,48,2024-03-26 04:07:15,96.1,91.74,30.41,383.36,39,slow
4145,31,2023-04-23 12:10:17,99.86,87.53,25.55,410.928,14,fast
4146,17,2024-09-09 20:11:56,97.46,15.44,3.95,418.397,63,rapid
4147,11,2023-04-09 16:17:23,99.18,97.15,2.19,375.38,7,fast
4148,50,2024-06-16 18:32:09,96.73,42.31,-8.12,416.559,48,slow
4149,20,2024-01-09 20:42:53,97.96,38.86,29.06,355.006,45,slow
4150,47,2024-01-03 08:06:53,96.24,36.64,-0.07,391.241,41,slow
4151,25,2023-08-12 14:27:30,98.39,35.8,40.09,398.085,18,fast
4152,3,2023-09-08 18:27:45,97.68,55.29,9.98,368.401,23,fast
4153,37,2024-04-02 22:13:00,97.02,60.96,40.24,357.579,33,fast
4154,44,2024-12-25 15:03:18,97.19,77.05,21.75,402.849,94,fast
4155,14,2024-06-30 23:56:59,95.9,77.81,33.83,345.622,67,rapid
4156,14,2023-04-23 12:56:03,99.54,92.77,39.46,348.375,13,fast
4157,7,2024-11-24 10:32:20,93.27,90.25,13.08,368.517,39,rapid
4158,30,2023-06-10 17:11:11,101.11,18.99,-8.34,403.482,16,rapid
4159,41,2024-09-25 02:21:46,96.29,39.33,34.38,392.241,36,slow
4160,29,2023-08-09 03:34:03,98.15,78.25,23.59,383.888,22,fast
4161,5,2024-11-29 19:50:13,97.66,34.66,3.53,414.267,67,slow
4162,4,2024-02-25 19:23:34,95.16,46.82,8.19,416.386,23,slow
4163,40,2023-07-12 17:27:03,98.55,88.83,32.38,414.836,25,fast
4164,18,2024-08-23 23:29:20,95.89,41.45,21.21,364.872,76,rapid
4165,37,2024-12-03 20:47:46,92.8,60.18,9.92,377.402,47,fast
4166,30,2024-04-11 23:02:57,98.09,26.63,25.39,394.555,57,fast
4167,11,2023-11-19 13:22:15,98.08,21.64,23.11,392.07,27,fast
4168,9,2023-09-22 03:01:51,97.21,53.82,-6.19,401.824,13,rapid
4169,19,2023-02-05 12:41:53,98.66,24.48,-1.98,350.162,2,fast
4170,38,2024-04-24 05:47:35,98.16,15.7,18.27,366.749,42,rapid
4171,31,2023-06-09 10:05:27,98.45,45.63,16.37,395.506,13,slow
4172,44,2023-05-27 09:25:46,98.67,90.04,34.99,375.381,17,fast
4173,10,2024-03-07 10:25:33,95.86,21.03,41.58,414.011,42,rapid
4174,26,2024-07-29 19:56:08,95.63,12.97,0.25,419.308,51,slow
4175,12,2023-06-02 23:52:33,99.14,76.56,41.44,413.977,10,slow
4176,28,2023-04-28 20:45:16,97.21,66.2,27.18,371.716,8,fast
4177,35,2024-10-25 06:57:29,98.01,36.4,21.35,385.296,39,rapid
4178,15,2023-10-22 10:26:37,97.86,75.01,19.8,405.783,37,rapid
4179,46,2024-08-04 06:13:21,97.78,49.5,11.45,363.39,54,slow
4180,31,2024-10-07 18:53:40,96.92,84.42,42.83,405.179,77,slow
4181,39,2023-02-21 12:19:28,99.41,38.94,40.36,342.255,2,slow
4182,4,2024-02-27 14:38:56,99.35,81.57,40.74,417.409,37,fast
4183,4,2024-05-29 07:14:41,96.59,95.84,42.88,359.993,63,slow
4184,42,2023-09-21 02:28:56,97.85,55.08,1.52,372.334,14,rapid
4185,40,2023-04-08 13:13:14,100.26,48.62,43.78,357.908,9,slow
4186,19,2024-01-27 08:36:10,95.56,57.78,2.91,371.374,43,rapid
4187,42,2023-03-30 16:06:30,101.2,10.58,41.51,343.179,8,rapid
4188,30,2023-02-20 13:42:18,98.83,55.99,-9.3,393.49,5,rapid
4189,45,2023-09-26 06:32:18,98.56,20.96,32.3,353.069,22,slow
4190,50,2023-01-13 03:01:32,99.99,45.2,34.42,398.201,1,rapid
4191,25,2023-08-19 06:54:15,96.74,77.1,20.17,400.596,14,fast
4192,39,2023-07-19 15:39:09,97.53,52.41,7.9,409.4,25,rapid
4193,36,2024-01-31 05:34:39,98.05,74.57,16.54,363.503,23,rapid
4194,8,2024-02-10 06:40:16,96.36,82.31,12.89,350.228,28,slow
4195,35,2024-10-15 17:30:52,93.82,26.17,-7.42,358.771,40,rapid
4196,20,2024-05-13 11:38:03,95.7,15.32,26.41,393.038,29,rapid
4197,23,2023-03-09 01:15:37,100.58,23.24,22.97,390.785,4,rapid
4198,11,2024-05-12 04:31:09,98.21,42.99,16.3,409.224,26,rapid
4199,13,2024-03-27 14:32:38,96.18,31.79,29.94,415.204,30,fast
4200,33,2024-10-26 17:32:26,94.97,66.39,-6.35,391.362,76,slow
4201,47,2024-04-16 01:48:24,97.62,66.77,9.41,404.439,47,rapid
4202,43,2024-05-27 23:29:21,98.33,72.53,0.38,402.539,30,fast
4203,2,2024-10-03 13:33:55,98.35,26.65,31.48,369.746,44,rapid
4204,6,2023-03-09 20:52:38,99.98,11.94,-0.65,347.54,4,slow
4205,33,2024-09-18 02:41:55,97.97,85.88,-6.03,411.367,59,slow
4206,11,2024-10-04 00:31:41,94.32,56.15,3.74,350.566,46,fast
4207,17,2023-04-17 19:49:29,99.14,69.41,31.13,394.432,9,fast
4208,12,2024-09-12 23:31:23,98.15,34.68,-1.19,373.212,64,fast
4209,29,2024-10-07 17:41:35,98.09,32.9,-3.36,357.486,49,rapid
4210,9,2023-02-19 20:09:12,99.57,17.42,-8.74,392.088,2,fast
4211,5,2023-02-06 05:56:41,100.33,40.37,17.69,340.523,3,fast
4212,49,2023-02-19 23:02:06,99.09,80.8,3.95,349.955,2,rapid
4213,20,2024-09-24 11:28:03,96.16,66.21,1.98,380.927,56,rapid
4214,16,2024-09-16 10:48:16,92.86,66.27,-0.68,398.842,43,fast
4215,29,2023-12-08 08:07:57,98.01,43.36,37.68,418.877,27,slow
4216,32,2023-02-16 14:38:59,100.55,82.91,7.42,382.682,2,slow
4217,8,2023-10-18 00:38:56,98.25,22.12,20.76,389.513,35,rapid
4218,31,2023-04-06 16:49:18,100.48,78.36,12.23,409.951,8,slow
4219,20,2024-08-21 03:55:52,94.02,99.88,38.79,345.24,36,slow
4220,4,2024-04-03 11:06:11,96.84,67.49,13.38,349.471,49,slow
4221,47,2024-03-19 21:56:44,96.83,47.66,28.74,377.572,41,slow
4222,19,2024-03-19 19:16:24,95.71,19.43,33.94,397.744,58,rapid
4223,20,2024-02-27 09:10:17,98.5,12.66,8.79,363.98,52,slow
4224,32,2023-12-10 17:01:29,97.96,40.09,6.05,386.02,27,slow
4225,10,2023-04-28 07:59:57,98.81,30.94,34.55,415.197,6,rapid
4226,39,2024-04-21 02:45:14,98.39,62.78,0.83,417.908,48,fast
4227,13,2023-07-15 08:46:50,99.96,11.75,5.55,350.801,10,fast
4228,10,2023-02-24 14:10:27,100.28,28.66,-3.93,345.396,5,rapid
4229,29,2023-07-05 04:45:11,98.69,81.02,-4.58,392.802,14,rapid
4230,40,2024-12-12 16:19:38,95.35,73.46,32.2,410.376,49,slow
4231,13,2023-03-22 02:48:32,100.9,85.5,-4.38,383.157,9,fast
4232,42,2024-11-02 22:04:23,96.1,13.35,3.3,408.641,46,rapid
4233,2,2024-12-08 16:09:51,93.64,50.32,1.67,371.559,92,rapid
4234,46,2023-12-05 03:37:38,98.13,40.57,20.25,387.573,18,fast
4235,46,2024-06-22 05:43:02,93.73,21.99,26.38,379.449,54,rapid
4236,24,2023-10-18 16:48:39,99.08,88.96,34.48,352.533,35,slow
4237,47,2023-09-07 10:32:26,99.1,57.23,32.77,344.175,24,fast
4238,15,2023-09-01 11:35:35,97.07,77.69,3.53,383.581,12,rapid
4239,31,2024-01-15 20:52:50,97.89,80.66,4.79,392.163,26,slow
4240,5,2023-10-15 13:44:59,99.18,10.19,23.86,351.977,26,slow
4241,29,2023-05-31 04:30:06,98.87,96.94,25.51,401.45,9,slow
4242,17,2024-11-21 22:07:19,96.23,93.81,35.4,386.519,78,fast
4243,31,2023-07-21 22:14:35,99.86,30.96,-1.47,411.328,12,rapid
4244,23,2024-06-07 17:11:51,95.14,39.93,24.78,415.653,66,fast
4245,43,2024-02-04 03:47:47,97.32,10.7,37.86,373.55,30,fast
4246,23,2024-12-28 05:48:43,94.72,77.46,3.86,378.574,79,slow
4247,41,2024-11-19 03:00:21,95.55,69.56,37.19,378.033,86,rapid
4248,46,2023-06-16 16:33:43,99.31,65.73,34.73,362.881,10,fast
4249,17,2024-03-06 10:07:33,94.93,59.03,-9.31,399.512,23,fast
4250,13,2024-01-14 02:22:21,96.31,16.81,34.28,349.775,32,rapid
4251,16,2024-02-27 04:44:30,98.76,75.54,32.31,355.276,43,fast
4252,45,2024-06-20 00:11:32,99.7,85.11,5.67,404.718,60,fast
4253,49,2023-02-18 05:37:48,100.72,80.48,3.84,389.066,6,slow
4254,37,2023-06-04 04:33:59,99.05,59.23,15.37,350.386,17,fast
4255,7,2024-03-16 09:23:39,94.86,22.64,36.27,364.376,22,fast
4256,48,2024-07-19 15:09:00,95.65,77.26,29.6,359.546,69,rapid
4257,40,2024-02-27 13:06:59,97.26,71.16,16.77,393.485,29,rapid
4258,34,2023-02-15 19:46:42,99.89,91.27,-1.11,390.321,5,rapid
4259,39,2024-06-20 12:40:29,97.01,95.87,19.49,365.877,54,slow
4260,23,2023-09-23 19:11:36,98.77,34.68,6.56,407.652,32,fast
4261,13,2023-02-10 15:12:55,99.8,13.43,34.26,378.309,2,slow
4262,34,2024-12-10 03:16:01,93.85,97.17,40.98,383.27,92,slow
4263,39,2023-04-20 10:37:41,98.53,47.98,0.76,392.69,9,rapid
4264,37,2024-11-16 18:42:32,97.07,11.7,3.98,375.872,36,slow
4265,1,2023-06-04 17:38:32,98.6,34.33,-4.03,411.701,17,rapid
4266,37,2023-12-30 11:06:16,98.68,39.86,21.88,407.624,31,slow
4267,2,2024-01-27 14:27:11,97.8,98.02,42.32,353.29,47,fast
4268,24,2024-01-13 14:47:31,95.97,16.47,21.01,359.937,22,slow
4269,8,2023-06-21 05:24:17,99.54,67.66,31.03,384.391,14,slow
4270,31,2023-01-12 06:17:42,99.96,37.77,28.01,386.534,1,fast
4271,11,2024-08-19 20:00:17,95.88,76.78,42.56,390.95,47,slow
4272,47,2023-10-30 21:54:30,98.44,55.77,26.36,390.071,39,fast
4273,13,2024-07-20 20:08:20,94.11,54.72,5.72,354.616,67,slow
4274,3,2024-06-17 18:06:28,96.26,79.2,15.91,389.776,66,slow
4275,18,2023-10-03 00:39:49,97.7,69.97,36.09,417.135,17,fast
4276,20,2024-10-24 14:56:08,94.55,39.01,3.7,358.01,53,fast
4277,47,2024-03-21 17:00:38,94.97,85.82,25.93,412.085,40,fast
4278,12,2024-11-08 11:27:06,96.16,31.13,37.05,396.101,75,fast
4279,13,2024-12-01 07:45:15,95.14,94.14,15.73,370.425,38,rapid
4280,13,2023-09-21 11:29:36,98.39,80.78,17.88,342.334,21,fast
4281,42,2023-09-07 01:56:13,100.08,58.17,10.15,354.235,28,rapid
4282,13,2024-11-15 04:18:06,91.16,80.14,8.6,389.463,56,fast
4283,17,2023-08-19 11:57:41,99.83,53.89,20.17,357.647,28,slow
4284,11,2024-01-12 22:04:33,95.8,65.97,-3.94,394.29,28,fast
4285,22,2024-12-29 04:11:20,98.66,10.87,25.98,409.31,37,rapid
4286,48,2023-11-11 16:03:21,95.93,68.65,0.38,344.036,19,slow
4287,42,2023-08-13 12:14:49,98.17,84.24,4.39,381.755,29,fast
4288,33,2023-09-03 14:31:06,99.84,16.78,12.19,351.024,19,rapid
4289,40,2023-07-04 02:51:07,99.01,38.55,30.78,384.008,21,fast
4290,21,2023-04-23 11:44:33,99.51,61.25,-1.2,388.477,8,fast
4291,20,2023-06-20 15:41:28,98.97,89.42,-2.59,385.126,14,fast
4292,34,2023-06-16 06:12:58,98.4,54.36,25.42,413.292,20,rapid
4293,49,2023-11-25 21:06:35,99.94,51.14,21.73,389.283,23,slow
4294,12,2024-03-18 22:45:33,97.96,11.48,4.58,372.167,45,slow
4295,29,2023-10-01 13:26:10,99.88,50.63,9.13,357.635,15,fast
4296,41,2024-09-17 07:52:02,94.83,77.7,-3.26,376.617,53,fast
4297,47,2023-01-11 21:16:35,100.73,10.6,-0.34,341.513,0,rapid
4298,42,2024-12-29 12:24:57,97.64,63.61,30.11,393.68,63,fast
4299,40,2023-09-16 01:40:30,96.6,60.28,20.6,366.823,13,fast
4300,11,2023-02-22 10:11:40,100.14,61.6,-8.51,409.034,5,slow
4301,34,2024-05-22 09:38:06,96.15,11.54,29.13,373.59,27,rapid
4302,32,2023-06-30 03:42:00,97.11,37.44,-2.36,347.977,20,slow
4303,19,2024-11-25 02:40:19,98.01,47.86,17.71,390.274,42,slow
4304,33,2023-03-16 04:10:21,100.55,35.35,6.89,356.775,4,rapid
4305,39,2024-04-10 13:57:53,97.84,38.16,33.4,382.338,37,fast
4306,23,2024-06-23 14:22:32,93.89,16.47,33.58,405.175,71,fast
4307,41,2024-10-12 04:55:42,96.65,53.65,-2.73,401.761,42,slow
4308,12,2023-04-06 21:05:46,98.67,31.15,30.96,411.412,4,slow
4309,10,2024-05-07 22:55:51,96.11,97.64,23.42,377.913,27,slow
4310,44,2024-07-26 14:25:16,97.58,15.21,9.37,344.89,68,slow
4311,2,2024-08-09 05:33:15,95.25,82.85,11.22,386.668,61,fast
4312,31,2024-06-17 14:21:37,93.94,40.35,39.16,359.378,44,rapid
4313,41,2024-01-12 04:58:24,96.13,23.09,14.32,366.77,49,rapid
4314,31,2023-05-05 15:01:31,99.62,56.33,26.56,341.545,13,rapid
4315,45,2023-06-23 13:25:31,96.77,36.53,35.81,399.039,16,slow
4316,49,2024-05-19 03:01:30,95.13,64.24,-5.11,419.145,47,rapid
4317,35,2023-03-22 17:58:18,99.52,21.78,14.72,365.604,5,slow
4318,2,2023-07-15 05:39:57,97.29,92.52,-0.47,356.04,23,slow
4319,36,2023-10-21 18:24:50,97.59,64.35,16.99,392.156,20,rapid
