alert_id,vehicle_id,alert_time,alert_type,severity,message,resolved,resolved_at
541,35,2023-04-30 00:36:03,maintenance,low,Maintenance on Nissan Ariya,True,2023-05-02 10:32:36
542,6,2023-12-02 02:38:41,charging_error,high,Charging Error on Nissan Leaf,True,2023-12-03 12:08:35
543,25,2024-02-23 08:31:43,fault,critical,Fault on BMW iX,True,2024-02-24 21:07:29
544,27,2023-04-25 22:22:09,battery_low,medium,Battery Low on Hyundai Kona EV,True,2023-04-27 11:42:26
545,22,2024-06-28 18:25:40,overtemp,high,Overtemp on Hyundai Ioniq 5,True,2024-06-29 22:17:52
546,39,2023-04-22 05:00:35,overtemp,medium,Overtemp on Nissan Leaf,True,2023-04-23 03:55:25
547,20,2023-03-08 09:33:14,battery_low,high,Battery Low on Hyundai Kona EV,False,
548,34,2023-06-10 14:25:13,maintenance,medium,Maintenance on Tesla Model 3,True,2023-06-11 13:47:54
549,29,2024-03-24 19:50:11,overtemp,critical,Overtemp on Rivian R1T,True,2024-03-26 20:00:56
550,49,2024-06-06 07:10:04,charging_error,critical,Charging Error on BMW i3,True,2024-06-06 23:43:02
551,16,2023-01-16 06:03:21,overtemp,high,Overtemp on Nissan Leaf,True,2023-01-16 22:24:51
552,15,2023-05-14 23:19:06,battery_low,low,Battery Low on Volkswagen ID.3,True,2023-05-17 19:52:16
553,37,2023-03-05 07:50:40,maintenance,high,Maintenance on BYD Tang,True,2023-03-07 06:43:21
554,23,2024-06-04 06:44:53,overtemp,high,Overtemp on Rivian R1T,True,2024-06-06 09:12:07
555,46,2024-03-25 03:47:12,overtemp,high,Overtemp on Volkswagen ID.4,True,2024-03-25 04:49:08
556,34,2023-05-16 22:24:50,battery_low,high,Battery Low on Tesla Model 3,True,2023-05-19 12:49:39
557,12,2024-01-21 22:10:13,battery_low,high,Battery Low on Nissan Leaf,True,2024-01-24 00:14:53
558,43,2023-12-20 20:45:22,battery_low,medium,Battery Low on BYD Tang,True,2023-12-22 13:46:32
559,33,2024-11-19 17:51:37,overtemp,low,Overtemp on Hyundai Ioniq 5,True,2024-11-22 11:19:46
560,12,2024-01-18 18:10:37,overtemp,low,Overtemp on Nissan Leaf,True,2024-01-20 11:44:20
561,25,2023-03-26 14:20:42,overtemp,low,Overtemp on BMW iX,False,
562,5,2023-11-13 09:08:45,maintenance,low,Maintenance on Hyundai Kona EV,True,2023-11-13 18:20:41
563,34,2024-04-10 07:03:45,charging_error,medium,Charging Error on Tesla Model 3,True,2024-04-11 16:33:45
564,7,2024-03-28 01:40:45,charging_error,medium,Charging Error on Volkswagen ID.4,True,2024-03-29 16:35:11
565,49,2024-09-01 00:46:20,maintenance,medium,Maintenance on BMW i3,True,2024-09-01 06:40:23
566,49,2024-08-23 22:44:23,battery_low,low,Battery Low on BMW i3,True,2024-08-26 19:45:25
567,40,2024-11-19 21:12:48,battery_low,high,Battery Low on Nissan Leaf,True,2024-11-22 18:38:15
568,28,2023-09-03 23:55:15,charging_error,medium,Charging Error on Rivian R1T,True,2023-09-05 04:06:06
569,44,2024-04-02 20:28:10,overtemp,medium,Overtemp on Volkswagen ID.3,True,2024-04-05 19:21:19
570,25,2024-02-01 21:35:42,maintenance,critical,Maintenance on BMW iX,True,2024-02-04 09:37:38
571,41,2024-01-27 04:30:08,fault,low,Fault on Volkswagen ID.3,True,2024-01-29 12:10:04
572,43,2024-08-05 21:45:08,maintenance,critical,Maintenance on BYD Tang,False,
573,6,2024-07-23 18:26:37,fault,low,Fault on Nissan Leaf,True,2024-07-25 01:55:57
574,31,2023-11-13 19:45:52,maintenance,high,Maintenance on BMW i3,True,2023-11-16 18:52:43
575,5,2024-08-22 17:34:31,fault,critical,Fault on Hyundai Kona EV,True,2024-08-22 23:05:50
576,50,2024-12-04 22:35:47,fault,medium,Fault on BYD Han,True,2024-12-07 10:09:48
577,32,2023-10-19 02:04:30,fault,low,Fault on Rivian R1S,True,2023-10-21 22:45:26
578,50,2024-02-12 02:50:12,fault,medium,Fault on BYD Han,True,2024-02-12 16:42:14
579,34,2024-12-06 12:15:46,maintenance,medium,Maintenance on Tesla Model 3,True,2024-12-07 02:16:46
580,25,2023-07-24 10:08:32,maintenance,low,Maintenance on BMW iX,True,2023-07-24 16:42:08
581,48,2023-07-05 07:15:04,battery_low,high,Battery Low on Tesla Model 3,True,2023-07-08 05:43:56
582,21,2023-04-05 20:18:06,maintenance,low,Maintenance on Volkswagen ID.3,True,2023-04-06 12:52:05
583,45,2023-06-28 22:05:42,maintenance,high,Maintenance on Tesla Model S,False,
584,4,2024-06-12 01:18:21,fault,low,Fault on BMW iX,True,2024-06-13 18:09:19
585,49,2023-05-27 20:52:22,battery_low,high,Battery Low on BMW i3,False,
586,1,2023-03-26 02:23:53,fault,medium,Fault on BMW i3,True,2023-03-27 22:18:20
587,2,2023-11-26 19:30:13,charging_error,low,Charging Error on Volkswagen ID.3,True,2023-11-27 01:13:07
588,29,2024-04-21 00:05:26,overtemp,high,Overtemp on Rivian R1T,False,
589,3,2023-05-19 03:26:46,fault,critical,Fault on BMW i3,True,2023-05-20 21:22:43
590,27,2023-02-01 22:02:19,fault,critical,Fault on Hyundai Kona EV,False,
591,4,2023-06-28 16:47:56,fault,medium,Fault on BMW iX,True,2023-06-29 06:34:23
592,29,2024-07-18 06:42:16,maintenance,low,Maintenance on Rivian R1T,True,2024-07-20 11:46:36
593,15,2024-10-05 02:26:45,maintenance,critical,Maintenance on Volkswagen ID.3,True,2024-10-05 07:12:38
594,7,2024-03-10 18:54:09,maintenance,low,Maintenance on Volkswagen ID.4,True,2024-03-13 02:41:29
595,11,2023-07-08 08:52:42,overtemp,high,Overtemp on Hyundai Ioniq 6,True,2023-07-11 01:22:53
596,47,2023-05-22 17:01:19,fault,medium,Fault on Hyundai Ioniq 6,True,2023-05-25 02:55:23
597,5,2023-01-30 02:39:14,fault,medium,Fault on Hyundai Kona EV,True,2023-01-30 08:39:35
598,36,2024-11-12 20:10:42,overtemp,medium,Overtemp on Hyundai Ioniq 6,True,2024-11-15 08:40:28
599,45,2024-10-28 05:56:31,overtemp,low,Overtemp on Tesla Model S,True,2024-10-28 20:44:12
600,34,2024-10-30 19:39:28,fault,low,Fault on Tesla Model 3,True,2024-10-31 08:57:01
