session_id,vehicle_id,driver_id,start_time,end_time,energy_added_kwh,start_soc,end_soc,charger_type,location,cost_usd
1018,20,4,2023-04-11 19:53:28,2023-04-11 20:27:05,28.017,18.1,68.49,DCFC,New David,5.19
1019,40,6,2023-02-06 21:25:11,2023-02-07 18:22:09,39.804,42.22,87.4,Level1,South Chad,11.19
1020,6,9,2024-01-19 05:31:03,2024-01-19 09:09:53,26.261,49.4,100,Level2,West Gabriellahaven,6.82
1021,16,26,2023-08-28 07:50:48,2023-08-28 22:28:18,27.788,36.5,82.89,Level1,West Stephanie,9.12
1022,33,24,2023-04-06 21:46:46,2023-04-07 03:05:16,38.221,58.41,100,Level2,Michellehaven,12.27
1023,38,39,2024-01-01 17:05:14,2024-01-02 08:14:55,28.807,53.16,100,Level1,South Kimberly,6.02
1024,13,21,2023-07-20 23:50:48,2023-07-21 05:23:48,39.96,18.65,84.59,Level2,New David,5.13
1025,43,14,2024-04-07 11:20:23,2024-04-07 11:44:53,20.419,40.38,65.84,DCFC,Port Kaylaland,4.16
1026,8,6,2023-04-06 23:57:37,2023-04-07 00:30:38,27.519,38.78,89.46,DCFC,South Jeremy,6.69
1027,14,19,2024-10-30 17:09:44,2024-10-31 07:28:10,27.184,42.89,100,Level1,Gwendolynhaven,3.52
1028,14,3,2023-03-20 18:35:49,2023-03-20 20:58:56,17.174,10.11,46.19,Level2,Smithchester,4.92
1029,50,11,2024-07-30 21:20:26,2024-07-31 06:41:20,17.762,52.48,79.15,Level1,New Thomas,5.51
1030,43,11,2023-03-03 07:29:58,2023-03-04 05:19:19,41.463,25.08,76.78,Level1,Port Davidshire,12.09
1031,23,19,2024-10-04 05:19:07,2024-10-04 09:58:50,33.567,29.17,71.66,Level2,Lake Riley,11.29
1032,29,18,2023-04-04 16:26:49,2023-04-04 23:11:45,12.823,44.6,70.77,Level1,Alyssamouth,3.32
1033,19,14,2023-11-06 07:21:52,2023-11-06 11:09:25,27.306,17.48,47.29,Level2,Port Amy,8.61
1034,24,18,2024-03-11 00:18:46,2024-03-11 23:11:30,43.47,22.03,68.03,Level1,Deniseview,4.81
1035,8,19,2024-05-12 08:47:37,2024-05-12 09:16:26,24.017,27.44,71.67,DCFC,Chapmanton,8.27
1036,35,32,2023-12-19 21:14:40,2023-12-20 01:11:05,28.37,23.3,73.96,Level2,West Jennifer,6.06
1037,42,39,2023-02-09 05:01:18,2023-02-09 06:01:00,49.761,30.23,96.49,DCFC,Gregborough,6.61
1038,46,5,2023-10-09 04:43:53,2023-10-09 10:04:13,38.441,40.03,100,Level2,Ryantown,12.16
1039,40,5,2024-12-28 10:32:39,2024-12-28 11:21:18,40.544,53.98,100,DCFC,Port Angela,10.92
1040,35,33,2023-07-19 16:20:41,2023-07-19 23:31:59,13.658,17.49,41.88,Level1,Greeneport,1.44
1041,3,9,2024-02-10 23:02:00,2024-02-10 23:31:32,24.624,21.77,49.13,DCFC,Shanebury,6.04
1042,25,13,2024-06-24 12:30:12,2024-06-25 08:00:02,37.045,28.79,68.41,Level1,South Davidfurt,9.56
1043,40,21,2024-09-10 05:40:20,2024-09-10 22:59:43,32.914,38.19,75.55,Level1,West Katherine,4.13
1044,50,35,2024-03-02 07:34:13,2024-03-02 21:34:26,26.607,31.77,71.72,Level1,Andersenport,6.92
1045,6,26,2023-10-18 14:47:33,2023-10-19 00:32:59,18.539,13.3,49.02,Level1,Carlaview,2.59
1046,30,31,2023-03-15 21:21:14,2023-03-15 23:38:15,16.443,25.14,62.09,Level2,Port Robertview,5.08
1047,11,8,2024-06-12 06:48:35,2024-06-12 19:22:47,23.883,13.07,63.67,Level1,East Alexandramouth,3.1
1048,38,9,2023-03-31 07:42:45,2023-03-31 07:58:55,13.481,28.11,50.03,DCFC,Danaville,1.4
1049,8,37,2023-09-26 22:17:03,2023-09-27 02:12:15,28.225,48.02,100,Level2,West Michael,5.08
1050,25,34,2023-08-27 00:33:12,2023-08-28 00:20:30,45.198,23.8,72.14,Level1,Dianeton,15.3
1051,48,39,2023-04-05 05:33:27,2023-04-05 15:30:57,71.701,19.05,92.14,Level2,East Keith,22.65
1052,42,26,2023-05-21 23:32:36,2023-05-22 06:03:33,46.915,33.85,96.32,Level2,Davilaville,12.04
1053,29,33,2023-09-23 08:38:49,2023-09-23 09:05:10,21.967,19.92,64.75,DCFC,Port Melanieshire,3.23
1054,26,5,2024-02-13 11:28:19,2024-02-13 16:02:55,32.953,35.26,100,Level2,Smithmouth,10.3
1055,12,3,2024-05-12 19:06:45,2024-05-12 21:37:43,18.117,30.44,62.85,Level2,Kathleenmouth,6.06
1056,31,30,2023-09-05 23:34:40,2023-09-06 04:36:03,36.167,59.59,100,Level2,New Tanya,10.27
1057,38,37,2024-12-03 20:29:08,2024-12-03 20:53:42,20.48,33.74,67.04,DCFC,Seanchester,4.18
1058,21,33,2024-02-26 07:54:26,2024-02-26 12:54:37,36.023,23.81,71.84,Level2,Kurtberg,7.25
1059,38,7,2023-07-23 02:32:52,2023-07-23 21:16:45,35.59,11.57,69.44,Level1,Stacyton,4.96
1060,20,7,2024-03-22 12:32:30,2024-03-22 20:47:48,15.685,57.11,85.32,Level1,West Kelly,1.87
1061,28,3,2023-09-20 02:07:04,2023-09-20 16:32:19,27.4,45.18,92.34,Level1,West Kathryn,8.88
1062,16,36,2023-01-30 11:47:22,2023-01-30 14:57:51,22.858,17.65,55.81,Level2,Laneside,6.93
1063,37,20,2024-02-25 08:54:53,2024-02-25 20:11:14,21.418,34.4,57.91,Level1,Paigemouth,4.77
1064,25,24,2023-01-15 03:01:24,2023-01-15 04:11:04,58.063,37.9,100,DCFC,Ashleyshire,13.85
1065,23,4,2023-11-12 10:15:26,2023-11-12 18:32:20,59.629,12.29,87.77,Level2,Howardbury,12.35
1066,26,32,2024-11-08 10:51:37,2024-11-08 11:18:26,22.35,44.56,88.47,DCFC,Robertville,2.58
1067,45,32,2024-10-23 02:01:01,2024-10-23 02:58:52,48.211,39.51,100,DCFC,West Gabrielchester,15.84
1068,29,17,2023-10-11 02:52:56,2023-10-11 05:04:35,15.798,20.63,52.87,Level2,Hannahshire,2.57
1069,33,37,2023-08-08 08:21:49,2023-08-09 17:32:04,63.025,21.49,90.07,Level1,South Richardmouth,10.67
1070,24,29,2024-02-16 12:41:19,2024-02-17 02:51:13,26.914,15.35,43.83,Level1,North Ronald,4.46
1071,34,29,2024-10-30 16:11:28,2024-10-30 19:37:53,24.771,36.38,82.68,Level2,Victoriachester,3.66
1072,10,40,2024-08-29 10:23:14,2024-08-29 14:21:18,28.569,57.55,100,Level2,Port Andrewhaven,8.82
1073,32,20,2023-07-07 09:04:58,2023-07-07 09:48:56,36.644,45.63,99.36,DCFC,Nicholsmouth,7.89
1074,37,28,2023-02-22 03:59:02,2023-02-22 16:45:59,24.287,57.59,84.25,Level1,Jasonburgh,3.8
1075,14,24,2023-05-24 05:52:44,2023-05-24 10:21:04,32.201,22.8,90.45,Level2,Lake Sherylville,6.04
1076,40,10,2024-07-04 09:56:13,2024-07-04 17:00:03,50.86,42.27,100,Level2,West Mollyview,10.39
1077,17,27,2023-07-12 16:19:09,2023-07-12 16:50:28,26.106,21.14,76.1,DCFC,Hollowaytown,7.42
1078,13,7,2023-11-21 04:59:39,2023-11-21 16:08:40,21.186,40.35,75.31,Level1,Maureenberg,5.07
1079,6,28,2023-09-27 11:08:47,2023-09-27 12:58:28,13.162,41.16,66.52,Level2,Lake Alejandro,2.29
1080,3,32,2023-02-06 13:39:26,2023-02-07 09:35:57,37.89,48.72,90.82,Level1,Smithville,7.19
1081,17,4,2024-06-05 03:01:58,2024-06-05 03:29:07,22.634,52.35,100,DCFC,Michellehaven,3.33
1082,50,19,2023-11-27 01:24:30,2023-11-27 01:43:49,16.104,33.0,57.18,DCFC,Louisfurt,2.42
1083,26,16,2024-09-23 13:47:31,2024-09-23 14:19:55,27.013,46.93,100,DCFC,Port Karen,8.48
1084,26,10,2024-06-23 11:44:06,2024-06-23 13:48:38,14.944,28.97,58.33,Level2,Jeffreyhaven,3.36
1085,48,38,2023-02-24 15:22:56,2023-02-24 15:54:07,25.997,56.48,82.98,DCFC,North Lauren,8.31
1086,27,6,2024-06-01 21:21:28,2024-06-01 22:07:30,38.371,38.66,91.08,DCFC,South Kathleenfort,13.09
1087,6,6,2024-05-11 00:44:13,2024-05-11 02:16:59,11.133,23.72,45.17,Level2,East Michaelburgh,3.66
1088,20,13,2024-08-26 20:31:01,2024-08-27 09:32:09,24.736,38.71,83.2,Level1,Joshuaberg,5.59
1089,12,10,2024-05-25 02:29:24,2024-05-25 06:29:29,28.811,34.74,86.28,Level2,Jonathanshire,6.32
1090,37,2,2024-07-06 21:06:02,2024-07-07 22:34:48,48.411,44.58,97.72,Level1,Lake Michelleshire,16.38
1091,25,16,2023-01-27 05:21:18,2023-01-27 08:07:20,19.925,52.28,73.59,Level2,Robertfurt,2.86
1092,20,37,2024-03-08 00:32:23,2024-03-08 22:36:46,41.939,19.87,95.3,Level1,North Tonyborough,10.69
1093,14,33,2023-03-12 18:32:51,2023-03-13 05:58:08,21.701,54.41,100,Level1,Brittanyhaven,6.16
1094,11,22,2023-02-16 19:08:01,2023-02-17 07:41:10,23.85,49.47,100,Level1,Annettehaven,7.88
1095,11,7,2024-11-25 01:06:49,2024-11-25 01:30:11,19.484,46.04,87.32,DCFC,Lake Ericafort,4.25
1096,41,13,2024-09-04 14:22:00,2024-09-05 07:47:42,33.114,33.64,100,Level1,North Melissaville,9.06
1097,31,4,2023-03-16 01:24:25,2023-03-16 06:21:06,35.603,24.03,63.81,Level2,Wolfport,9.21
1098,34,9,2023-06-12 01:57:42,2023-06-12 08:17:30,12.027,20.71,43.19,Level1,Kellyberg,3.96
1099,38,2,2023-10-10 14:53:20,2023-10-10 15:46:05,43.96,13.01,84.49,DCFC,Ericfort,4.42
1100,44,32,2024-10-26 03:08:56,2024-10-26 15:54:18,24.237,43.99,71.07,Level1,Hilltown,8.44
1101,39,22,2024-04-22 01:26:26,2024-04-22 05:42:09,30.687,14.96,67.96,Level2,Jonathanstad,9.91
1102,37,31,2024-07-09 03:07:20,2024-07-10 02:11:05,43.819,50.37,98.47,Level1,Mooreberg,5.72
1103,42,18,2024-02-08 05:18:24,2024-02-09 00:21:01,36.183,51.82,100,Level1,Quinnside,6.85
1104,39,19,2023-01-11 10:24:45,2023-01-11 16:04:54,40.819,29.5,100,Level2,Mooreborough,13.46
1105,38,16,2024-12-10 14:14:10,2024-12-11 05:23:51,28.807,48.54,95.38,Level1,New Donaldbury,5.29
1106,11,5,2023-10-17 04:35:41,2023-10-17 08:28:18,27.914,12.82,71.96,Level2,Jimmouth,3.98
1107,29,8,2023-10-31 09:08:25,2023-10-31 20:25:50,21.452,56.22,100,Level1,Dawnstad,4.71
1108,37,33,2024-04-16 09:11:36,2024-04-16 13:19:46,29.781,25.93,58.62,Level2,Poncestad,5.0
1109,6,15,2023-12-05 12:39:33,2023-12-06 00:44:47,22.966,20.78,65.03,Level1,Lopezton,7.14
1110,35,33,2024-05-10 14:28:41,2024-05-11 07:50:28,32.99,41.09,100,Level1,East Matthewbury,8.97
1111,43,15,2024-08-17 22:46:02,2024-08-18 13:55:30,28.8,52.74,88.65,Level1,Joshuaburgh,5.59
1112,24,24,2023-10-21 12:13:42,2023-10-21 13:25:50,60.121,20.77,84.39,DCFC,Savagefurt,8.53
1113,32,3,2023-09-10 07:46:15,2023-09-11 10:42:35,51.184,22.48,97.53,Level1,Lake Marie,16.15
1114,11,35,2023-12-22 02:14:15,2023-12-22 02:53:10,32.441,31.27,100,DCFC,North Tylershire,5.49
1115,49,19,2023-03-04 05:06:28,2023-03-04 08:44:21,26.147,46.5,77.01,Level2,South Kayla,4.79
1116,22,2,2023-06-06 09:56:01,2023-06-06 10:47:44,43.107,51.11,96.39,DCFC,West Thomasshire,4.92
1117,39,13,2024-10-24 05:49:42,2024-10-24 08:21:21,18.198,15.73,47.16,Level2,Esteston,5.64
1118,32,28,2023-01-25 13:38:40,2023-01-25 20:04:10,46.26,16.19,84.02,Level2,Port Joel,10.74
1119,4,30,2024-06-28 10:07:30,2024-06-28 10:25:28,14.978,32.85,58.28,DCFC,New Lauraview,1.82
1120,9,31,2023-08-01 16:51:27,2023-08-01 19:09:09,16.524,17.55,42.25,Level2,West Travis,2.93
1121,28,29,2023-07-10 16:00:09,2023-07-10 16:42:40,35.435,38.42,99.41,DCFC,Heatherport,10.47
1122,14,8,2023-04-16 03:44:08,2023-04-16 14:41:00,20.801,44.73,88.43,Level1,West Anthonyhaven,4.52
1123,47,26,2024-04-20 11:44:06,2024-04-20 12:19:27,29.464,53.89,100,DCFC,Terrellshire,6.45
1124,27,1,2024-06-22 20:31:11,2024-06-23 17:46:01,40.37,26.57,81.72,Level1,East Angela,8.13
1125,47,22,2023-11-06 04:14:03,2023-11-06 08:45:31,32.576,16.47,67.45,Level2,West Allisonchester,6.01
1126,8,20,2024-11-11 07:28:27,2024-11-12 01:55:08,35.045,18.38,82.92,Level1,West Diamondbury,7.55
1127,24,25,2023-12-10 18:33:43,2023-12-10 21:48:51,23.417,15.04,39.82,Level2,Port Megan,7.13
1128,23,35,2024-06-02 13:25:51,2024-06-02 16:09:50,19.679,39.64,64.55,Level2,Perryborough,2.97
1129,41,23,2023-02-13 05:22:10,2023-02-13 05:52:14,25.06,30.03,80.25,DCFC,Timothyberg,4.99
1130,44,12,2024-08-29 00:35:59,2024-08-29 19:35:00,36.069,59.7,100,Level1,Lake Kiarashire,4.24
1131,46,24,2023-12-10 11:23:24,2023-12-10 16:56:46,40.005,37.59,100,Level2,Port Tonyastad,8.85
1132,20,9,2024-04-11 06:55:22,2024-04-11 09:29:31,18.498,52.62,85.89,Level2,South Katrinachester,4.06
1133,21,31,2023-04-08 23:12:08,2023-04-09 05:31:45,45.555,31.0,91.74,Level2,Ericburgh,11.42
1134,17,20,2024-12-17 23:23:02,2024-12-18 02:14:06,20.529,42.86,86.08,Level2,Donside,2.49
1135,2,21,2023-05-31 15:56:08,2023-05-31 22:49:13,13.081,37.28,59.01,Level1,Timothymouth,4.43
1136,47,23,2023-10-25 17:34:58,2023-10-26 06:34:29,24.685,53.16,91.79,Level1,North Michellechester,6.36
1137,23,22,2023-04-10 16:25:20,2023-04-11 07:56:22,29.483,19.99,57.31,Level1,Donnamouth,8.88
1138,37,27,2023-05-07 22:59:47,2023-05-08 02:48:04,27.394,37.02,67.09,Level2,Rickyborough,5.63
1139,5,28,2024-10-27 11:27:13,2024-10-28 06:12:58,35.649,27.12,74.15,Level1,Phillipsstad,5.89
1140,46,24,2023-12-25 00:44:07,2023-12-25 12:01:49,21.461,56.95,90.43,Level1,Lynnside,5.66
1141,42,38,2024-12-11 06:37:39,2024-12-11 12:07:20,39.563,24.59,77.27,Level2,Cristianstad,7.19
1142,33,9,2024-07-26 06:01:58,2024-07-26 06:40:19,31.963,58.57,93.35,DCFC,Port Valerie,3.35
1143,44,19,2023-04-27 06:07:29,2023-04-27 06:31:04,19.663,48.3,70.27,DCFC,Hubbardborough,6.86
1144,46,6,2023-07-11 12:31:27,2023-07-12 00:45:49,23.255,16.07,52.35,Level1,Webbchester,3.05
1145,3,25,2023-06-21 11:08:42,2023-06-21 13:53:19,19.755,48.71,70.66,Level2,South Christopherland,4.92
1146,21,39,2024-04-25 12:20:28,2024-04-25 14:45:28,17.4,30.27,53.47,Level2,Codyshire,2.78
1147,35,19,2023-09-30 10:12:09,2023-09-30 11:56:07,12.477,34.5,56.78,Level2,Port Aaronland,3.87
1148,21,21,2024-05-28 20:33:54,2024-05-28 21:25:58,43.402,40.87,98.74,DCFC,Waltersland,12.46
1149,5,28,2023-09-24 20:10:46,2023-09-25 00:05:22,28.152,10.94,48.08,Level2,West Jayfort,9.16
1150,27,6,2024-12-29 18:46:42,2024-12-29 22:30:30,26.857,53.99,90.68,Level2,Claudiafurt,5.78
1151,44,18,2023-06-19 13:43:32,2023-06-19 14:56:19,60.654,16.78,84.55,DCFC,North Darren,15.22
1152,46,16,2024-02-07 03:28:53,2024-02-07 04:04:44,29.877,53.39,100,DCFC,Randyton,7.47
1153,23,1,2023-01-15 22:35:25,2023-01-15 23:27:40,43.545,44.88,100,DCFC,South Elizabethton,7.64
1154,14,27,2023-12-29 17:43:07,2023-12-29 18:03:54,17.326,13.95,50.35,DCFC,Jamesborough,5.45
1155,32,33,2024-03-25 04:01:33,2024-03-25 04:25:46,20.187,29.87,59.47,DCFC,Harrisport,2.27
1156,30,31,2023-10-08 15:06:29,2023-10-09 06:43:22,29.668,11.01,77.68,Level1,Port Nicolehaven,6.06
1157,9,26,2023-04-10 04:08:13,2023-04-10 04:32:02,19.856,55.33,85.01,DCFC,Leeside,3.57
1158,21,13,2024-02-04 19:52:21,2024-02-04 20:13:52,17.933,21.18,45.09,DCFC,Michelleberg,5.39
1159,1,3,2024-08-12 23:28:20,2024-08-13 03:16:02,27.324,41.49,100,Level2,South Michelle,7.46
1160,25,14,2023-05-07 03:37:11,2023-05-07 18:51:19,28.948,11.31,42.27,Level1,Tylermouth,4.09
1161,34,23,2023-07-03 13:45:51,2023-07-03 18:47:19,36.177,32.38,100,Level2,Melissafurt,7.17
1162,45,18,2024-04-17 07:06:37,2024-04-17 10:13:42,22.451,54.68,82.85,Level2,East Lindsey,2.71
1163,12,5,2024-05-15 14:32:11,2024-05-15 14:51:27,16.066,55.16,83.9,DCFC,Johnsonport,1.61
1164,42,5,2024-12-03 13:00:13,2024-12-03 16:52:24,27.862,17.98,55.08,Level2,Joeport,4.46
1165,10,30,2024-04-07 03:30:39,2024-04-07 14:45:12,21.361,28.54,60.28,Level1,Port Kimberly,5.06
1166,37,2,2023-11-01 03:15:13,2023-11-01 06:10:53,21.081,30.58,53.72,Level2,South Russell,6.94
1167,48,33,2024-05-25 19:51:05,2024-05-25 21:09:20,65.217,33.52,100,DCFC,Kennedyhaven,8.9
1168,8,17,2024-04-08 12:50:31,2024-04-08 13:07:18,13.999,53.97,79.75,DCFC,West Michael,3.01
1169,23,25,2024-01-03 14:29:00,2024-01-03 16:52:03,17.167,45.85,67.58,Level2,New Lauren,2.74
1170,26,11,2023-06-21 22:33:54,2023-06-21 23:08:16,28.647,43.72,100,DCFC,East Barbara,7.57
1171,7,12,2023-09-20 04:34:17,2023-09-21 01:11:13,39.17,48.73,100,Level1,Tammyfort,7.42
1172,50,4,2024-05-29 11:19:24,2024-05-29 12:03:51,37.043,13.39,69.01,DCFC,Joneshaven,9.39
1173,22,2,2024-08-17 17:20:13,2024-08-18 02:08:06,63.346,25.95,92.49,Level2,South Shellyhaven,14.37
1174,39,39,2024-09-25 00:12:24,2024-09-25 05:47:53,40.258,21.78,91.31,Level2,Cobbtown,9.65
1175,43,9,2023-08-04 15:52:22,2023-08-04 16:48:10,46.508,42.01,100,DCFC,Marshallburgh,9.71
1176,48,9,2024-05-13 09:16:50,2024-05-13 10:10:39,44.851,54.28,100,DCFC,South Jessica,7.03
1177,48,40,2023-01-30 23:33:03,2023-01-31 04:08:03,33.001,55.77,89.41,Level2,Hallton,10.95
1178,30,12,2023-09-08 20:04:12,2023-09-09 04:47:31,16.572,32.45,69.69,Level1,Port Johnshire,2.26
1179,26,29,2024-09-15 02:57:02,2024-09-15 06:33:16,25.949,49.02,100,Level2,Marissaland,9.05
1180,33,2,2023-09-06 10:33:19,2023-09-06 13:22:43,20.328,54.14,76.26,Level2,Josephbury,5.5
1181,17,7,2024-09-03 04:30:49,2024-09-03 05:02:03,26.035,32.74,87.55,DCFC,Kevinton,5.85
1182,30,27,2023-03-27 23:27:42,2023-03-28 04:16:19,9.14,13.72,34.26,Level1,Diazmouth,2.99
1183,33,24,2024-12-10 13:44:50,2024-12-11 16:01:15,49.92,37.18,91.5,Level1,Woodland,14.87
1184,25,21,2023-08-28 05:45:41,2023-08-28 07:08:32,69.05,10.28,84.13,DCFC,Ryanfurt,19.57
1185,47,25,2023-08-03 05:18:28,2023-08-04 01:03:46,37.535,41.26,100,Level1,Hickstown,10.45
1186,2,37,2023-05-22 04:48:32,2023-05-22 22:25:42,33.477,28.53,84.14,Level1,East James,6.43
1187,21,40,2023-06-15 12:41:43,2023-06-15 17:51:58,37.23,43.75,93.39,Level2,West Katherine,4.8
1188,26,32,2024-12-11 02:22:41,2024-12-11 04:55:05,18.288,14.46,50.39,Level2,Paulshire,6.03
1189,7,22,2024-10-13 16:16:43,2024-10-13 23:09:05,49.484,35.23,100,Level2,Lake Michelle,9.38
1190,9,27,2024-10-06 13:20:42,2024-10-07 01:43:30,23.522,29.78,64.94,Level1,Wallaceborough,2.55
1191,15,36,2023-03-29 09:12:24,2023-03-29 10:07:40,46.067,12.1,69.54,DCFC,South Jennifer,14.12
1192,17,25,2024-04-24 06:57:52,2024-04-24 09:43:29,19.874,54.47,96.31,Level2,West Brandonhaven,5.03
1193,6,20,2024-12-18 02:01:44,2024-12-18 05:48:29,27.211,41.55,93.98,Level2,South Ryanburgh,8.98
1194,43,20,2024-08-22 15:33:28,2024-08-22 21:29:57,42.779,46.66,100,Level2,Loganmouth,5.93
1195,16,1,2023-05-10 18:34:43,2023-05-10 23:03:04,32.202,13.91,67.67,Level2,West John,10.79
1196,41,35,2024-12-25 06:42:09,2024-12-25 14:09:03,14.152,45.96,74.32,Level1,Lake Michael,3.06
1197,31,29,2023-08-11 15:03:24,2023-08-11 15:59:13,46.522,48.02,100,DCFC,Brianmouth,5.49
1198,9,24,2024-07-30 01:03:55,2024-07-30 03:47:42,19.655,11.74,41.12,Level2,West Luis,6.23
1199,36,2,2024-06-17 04:13:20,2024-06-17 04:42:36,24.395,15.2,53.8,DCFC,South Julianborough,5.82
1200,14,34,2024-02-12 18:33:32,2024-02-12 20:37:41,14.899,26.93,58.23,Level2,Lopezport,5.17
1201,41,3,2023-12-27 19:34:47,2023-12-27 22:28:21,20.828,58.26,100,Level2,Jonesview,5.06
1202,17,35,2024-04-17 05:07:21,2024-04-17 18:05:42,24.648,30.98,82.87,Level1,Kristinport,6.88
1203,39,10,2024-03-13 03:18:47,2024-03-13 19:03:20,29.911,48.34,100,Level1,West Cristina,4.26
1204,22,26,2024-10-19 11:45:40,2024-10-20 11:56:48,45.953,12.84,61.11,Level1,Rodriguezport,12.23
1205,24,39,2024-04-05 23:10:09,2024-04-06 08:07:18,64.458,11.52,79.73,Level2,Kylieville,14.64
1206,3,26,2023-02-28 04:03:25,2023-02-28 04:38:17,29.061,32.29,64.58,DCFC,South Mark,9.57
1207,6,8,2024-02-05 01:59:00,2024-02-05 02:18:45,16.468,43.35,75.08,DCFC,Smithport,5.56
1208,12,20,2024-05-14 20:24:16,2024-05-14 20:55:22,25.921,53.63,100,DCFC,West Williamtown,6.8
1209,15,28,2024-02-10 10:09:06,2024-02-10 10:40:16,25.977,49.38,81.77,DCFC,Martinbury,3.55
1210,33,12,2024-07-18 23:06:53,2024-07-19 00:08:49,51.62,43.83,100,DCFC,Port Biancaland,11.95
1211,44,10,2023-07-28 20:55:48,2023-07-30 09:09:47,68.843,23.08,100,Level1,Chavezfort,15.76
1212,14,20,2024-01-13 18:59:32,2024-01-13 22:25:24,24.704,24.39,76.29,Level2,Port Jillview,5.79
1213,42,28,2023-06-25 01:57:37,2023-06-25 02:35:15,31.369,58.23,100,DCFC,Jonesmouth,10.37
1214,11,37,2023-10-30 21:07:36,2023-10-31 09:25:51,23.378,44.92,94.45,Level1,Craigside,6.48
1215,48,17,2024-03-06 14:19:29,2024-03-06 15:34:21,62.401,15.12,78.73,DCFC,Stephenburgh,18.4
1216,34,19,2023-05-16 22:51:53,2023-05-17 01:18:04,17.543,54.93,87.72,Level2,West Jenniferborough,4.76
1217,10,14,2024-04-03 04:21:17,2024-04-03 05:19:49,48.779,20.1,92.58,DCFC,Stephenhaven,5.63
1218,1,13,2024-03-19 09:39:37,2024-03-19 14:39:12,35.95,11.04,88.02,Level2,East George,5.11
1219,4,22,2023-10-13 01:01:17,2023-10-13 13:21:10,23.43,33.49,73.27,Level1,Hammondtown,6.97
1220,33,18,2024-08-20 21:35:00,2024-08-21 02:02:58,32.156,32.68,67.67,Level2,Lake Nicole,11.21
1221,17,27,2024-11-14 03:33:13,2024-11-14 03:56:30,19.413,18.35,59.22,DCFC,Kennethview,5.73
1222,4,28,2023-11-22 22:34:39,2023-11-23 00:21:57,12.876,22.18,44.04,Level2,Ortizshire,1.99
1223,19,23,2024-08-29 11:25:06,2024-08-30 15:07:11,52.633,13.05,70.51,Level1,Dorseyport,16.05
1224,50,18,2024-04-04 00:00:10,2024-04-04 04:44:16,34.093,48.81,100,Level2,West James,6.35
1225,49,39,2024-09-14 19:34:39,2024-09-15 22:59:32,52.088,38.18,98.96,Level1,Evansland,18.0
1226,11,11,2024-07-12 07:24:03,2024-07-12 07:50:18,21.887,32.96,79.33,DCFC,Changview,3.85
1227,10,9,2023-04-10 17:04:08,2023-04-11 05:19:28,23.286,43.04,77.64,Level1,New Donald,7.15
1228,41,40,2023-12-14 18:16:21,2023-12-15 10:23:15,30.619,38.64,100,Level1,Lake William,3.33
1229,23,14,2023-02-14 04:19:10,2023-02-14 21:41:42,33.014,47.02,88.81,Level1,North Daniel,10.16
1230,26,15,2023-02-13 15:47:21,2023-02-13 16:18:56,26.32,19.05,70.76,DCFC,Kimberlyberg,8.04
1231,45,21,2023-01-26 07:00:35,2023-01-26 07:27:24,22.348,39.35,67.39,DCFC,Kerrburgh,5.46
1232,1,5,2024-06-29 11:09:15,2024-06-29 23:37:23,23.691,49.27,100,Level1,Port Andrew,7.37
1233,28,30,2024-03-10 17:19:43,2024-03-10 17:39:41,16.646,12.45,41.1,DCFC,Theresamouth,2.97
1234,12,37,2024-01-30 02:12:48,2024-01-30 15:51:53,25.938,32.19,78.59,Level1,Bartonville,4.31
1235,10,4,2024-01-08 12:15:47,2024-01-08 20:07:36,14.941,34.7,56.9,Level1,Gonzalezchester,2.04
1236,23,6,2024-10-26 21:52:47,2024-10-27 03:11:41,38.268,10.53,58.97,Level2,North Ericahaven,7.76
1237,46,30,2024-03-21 05:25:15,2024-03-21 09:41:03,30.697,28.38,76.27,Level2,East Johnmouth,5.46
1238,43,16,2023-03-15 11:22:36,2023-03-16 06:34:11,36.467,28.18,73.65,Level1,New Christinaberg,4.92
1239,46,16,2023-07-09 03:22:33,2023-07-09 05:30:38,15.371,43.58,67.56,Level2,Port Adrianfort,4.33
1240,26,28,2023-10-29 07:07:09,2023-10-29 22:02:17,28.346,41.74,97.43,Level1,Irwinmouth,6.26
1241,11,25,2024-10-23 20:49:27,2024-10-24 07:33:39,20.4,56.78,100,Level1,Ellisbury,5.3
1242,33,8,2023-09-09 15:13:22,2023-09-09 15:55:59,35.519,58.95,97.6,DCFC,Stevenmouth,5.78
1243,19,18,2023-07-26 08:48:29,2023-07-26 09:50:57,52.056,43.17,100,DCFC,New Luis,17.09
1244,41,13,2024-09-30 18:51:42,2024-09-30 22:55:30,29.256,41.37,100,Level2,West Kelly,10.15
1245,26,36,2023-03-24 18:22:27,2023-03-25 07:41:57,25.318,38.0,87.74,Level1,Martinezfort,3.43
1246,7,26,2024-09-15 04:44:18,2024-09-15 09:04:53,31.271,59.07,100,Level2,New Kristenbury,4.92
1247,48,17,2024-10-29 16:56:30,2024-10-29 20:54:23,28.547,12.22,41.32,Level2,Port Walterborough,4.34
1248,8,15,2024-06-30 20:19:54,2024-07-01 10:26:28,26.808,43.39,92.76,Level1,Shawnside,2.77
1249,47,38,2024-05-07 23:49:51,2024-05-08 00:43:57,45.094,20.78,91.35,DCFC,Bonnieport,15.21
1250,47,3,2023-03-04 17:40:07,2023-03-04 21:01:05,24.116,24.44,62.18,Level2,Davidland,7.09
